academia,andar,area,area_servico,banheiro,condominio,elevador,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,vaga,valor,varanda_gourmet,endereco,tipo,url,foto_imovel
,,65.0,,2.0,500.0,,,2668601203.0,,,,,,2.0,,,,2.0,3500.0,,"Miramar, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-miramar-joao-pessoa-pb-65m2-id-2668601203/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/fd88e2fec2d3e0630fd512274e118b80/apartamento-com-2-quartos-para-alugar-65m-no-miramar-joao-pessoa.jpg
0.0,3.0,60.0,0.0,2.0,,1.0,0.0,2661155912.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,4200.0,0.0,"Avenida Presidente Afonso Pena, 11 - Bessa, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-bessa-joao-pessoa-pb-60m2-id-2661155912/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/8be92324038799ea2e16a98e4b572bdb/apartamento-com-1-quarto-para-alugar-60m-no-bessa-joao-pessoa.jpg
0.0,2.0,54.0,0.0,1.0,,1.0,0.0,2663710415.0,,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4000.0,0.0,"Avenida Guarabira, 1305 - Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-manaira-joao-pessoa-pb-54m2-id-2663710415/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ca2522e36393c5cebba14f11c0e55637/apartamento-com-2-quartos-para-alugar-54m-no-manaira-joao-pessoa.jpg
0.0,2.0,45.0,0.0,1.0,,1.0,0.0,2618478510.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2500.0,0.0,"Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-manaira-joao-pessoa-pb-45m2-id-2618478510/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/262f7dcc5f2ce40639fb9995e1808a23/apartamento-com-1-quarto-para-alugar-45m-no-manaira-joao-pessoa.jpg
1.0,21.0,106.0,1.0,3.0,,1.0,1.0,2666204342.0,720.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,7000.0,1.0,"Rua Silvino Lopes, 700 - Tambaú, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-tambau-joao-pessoa-pb-106m2-id-2666204342/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/bf29f462d9c21674a3670a851f0e3398/apartamento-com-2-quartos-para-venda-ou-aluguel-106m-no-tambau-joao-pessoa.jpg
1.0,15.0,220.0,0.0,5.0,,1.0,1.0,2632681498.0,200.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,7200.0,1.0,"Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-manaira-joao-pessoa-pb-220m2-id-2632681498/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5a7fccc9f0c25096b9b392d5aa93ca00/apartamento-com-4-quartos-para-alugar-220m-no-manaira-joao-pessoa.jpg
1.0,,23.0,0.0,1.0,,1.0,1.0,2658147334.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,264.0,0.0,"Jardim Oceania, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-jardim-oceania-joao-pessoa-pb-23m2-id-2658147334/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a122afffdbb33e8f29ecab1b95cdf3ed/apartamento-com-1-quarto-para-alugar-23m-no-jardim-oceania-joao-pessoa.jpg
,,50.0,,1.0,,,,2655664755.0,,,,,,2.0,,,,1.0,4000.0,,"Avenida Governador Argemiro de Figueiredo - Jardim Oceania, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-jardim-oceania-joao-pessoa-pb-50m2-id-2655664755/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f8337ac40c8bc0e7a346f299be66109c/apartamento-com-2-quartos-para-alugar-50m-no-jardim-oceania-joao-pessoa.jpg
,2.0,120.0,,4.0,,,,2670880521.0,,,,,,4.0,,,,1.0,4000.0,,"Rua Tabelião José Ramalho Leite, 1425 - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-cabo-branco-joao-pessoa-pb-120m2-id-2670880521/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d94021f817890331e71230af84ea9c1f/apartamento-com-4-quartos-para-alugar-120m-no-cabo-branco-joao-pessoa.jpg
,,76.0,,2.0,582.0,,,2649719764.0,,,,,,3.0,,,,2.0,3000.0,,"Tambauzinho, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-tambauzinho-joao-pessoa-pb-76m2-id-2649719764/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/e0b9e9849a01daf9ff44cc55c7118b72/apartamento-com-3-quartos-para-venda-ou-aluguel-76m-no-tambauzinho-joao-pessoa.jpg
,,75.0,,3.0,,,,2643999464.0,,,,,,3.0,,,,1.0,2800.0,,"Avenida Maria Rosa - Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-manaira-joao-pessoa-pb-75m2-id-2643999464/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6c2e6f48dedd7a962bbc2c4c371826df/apartamento-com-3-quartos-para-alugar-75m-no-manaira-joao-pessoa.jpg
0.0,,60.0,1.0,1.0,475.0,1.0,1.0,2665645413.0,,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2500.0,0.0,"Rua Doutor Frutuoso Dantas - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-cabo-branco-joao-pessoa-pb-60m2-id-2665645413/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1f75d8707453a94e120302da28337a7d/apartamento-com-2-quartos-para-venda-ou-aluguel-60m-no-cabo-branco-joao-pessoa.jpg
0.0,13.0,88.0,0.0,2.0,,1.0,0.0,2654930087.0,,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,4000.0,0.0,"Avenida Severino Massa Spinelli - Tambaú, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-tambau-joao-pessoa-pb-88m2-id-2654930087/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ac5298ccd8142d37e0761938cbbf9d5a/apartamento-com-3-quartos-para-venda-ou-aluguel-88m-no-tambau-joao-pessoa.jpg
1.0,7.0,80.0,1.0,2.0,,1.0,1.0,2664698452.0,,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,4500.0,1.0,"Rua Poeta Luiz Raimundo Batista de Carvalho, 500 - Bessa, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-bessa-joao-pessoa-pb-80m2-id-2664698452/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/4e615e216fbec67ce4c7bccb452e552b/apartamento-com-3-quartos-para-alugar-80m-no-bessa-joao-pessoa.jpg
,,55.0,,1.0,,,,2646356835.0,,,,,,2.0,,,,1.0,700.0,,"Paratibe, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-paratibe-joao-pessoa-pb-55m2-id-2646356835/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9999bbf228c48d38209e64e2259520c2/apartamento-com-2-quartos-para-alugar-55m-no-paratibe-joao-pessoa.jpg
0.0,3.0,35.0,0.0,1.0,,1.0,0.0,2657628669.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,250.0,0.0,"Avenida Antônio Lira, 748 - Tambaú, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-tambau-joao-pessoa-pb-35m2-id-2657628669/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/68d9655e72b33707fd6c82899a203889/apartamento-com-1-quarto-para-alugar-35m-no-tambau-joao-pessoa.jpg
1.0,,105.0,0.0,2.0,,1.0,1.0,2655051659.0,,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,6000.0,0.0,"Tambaú, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-tambau-joao-pessoa-pb-105m2-id-2655051659/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/74cfd9e27b0e44932f3fb3344610cdab/apartamento-com-3-quartos-para-alugar-105m-no-tambau-joao-pessoa.jpg
,,80.0,,2.0,462.0,,,2632791200.0,,,,,,2.0,,,,1.0,3220.0,,"Rua Walda Cruz Cordeiro - Brisamar, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-brisamar-joao-pessoa-pb-80m2-id-2632791200/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ac3ad9c6dfc70db126d89cd3d8cef53b/apartamento-com-2-quartos-para-alugar-80m-no-brisamar-joao-pessoa.jpg
1.0,,110.0,0.0,2.0,,1.0,1.0,2642934135.0,,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,4300.0,0.0,"Bessa, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-bessa-joao-pessoa-pb-110m2-id-2642934135/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/da5edf1688ec04d0dd3b9b9fc9908826/apartamento-com-3-quartos-para-alugar-110m-no-bessa-joao-pessoa.jpg
1.0,,50.0,0.0,2.0,,1.0,1.0,2652493724.0,60.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4000.0,1.0,"Avenida Governador Argemiro de Figueiredo, 1607 - Jardim Oceania, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-jardim-oceania-joao-pessoa-pb-50m2-id-2652493724/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3a10cac07d6d37125ab92f9aa6ebc0d0/apartamento-com-2-quartos-para-alugar-50m-no-jardim-oceania-joao-pessoa.jpg
0.0,,40.0,0.0,1.0,,0.0,0.0,2636900458.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2500.0,0.0,"Avenida Cajazeiras, 123 - Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-manaira-joao-pessoa-pb-40m2-id-2636900458/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c9349b2c2f5168f9c5e5fd9b48b39bf2/apartamento-com-1-quarto-para-venda-ou-aluguel-40m-no-manaira-joao-pessoa.jpg
0.0,2.0,44.0,0.0,1.0,,1.0,0.0,2667714214.0,,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6500.0,0.0,"Rua Doutor Gilvan Marinho Muribeca, 0 - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-cabo-branco-joao-pessoa-pb-44m2-id-2667714214/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f099bdef21caf603ad83e5a72db6c674/apartamento-com-2-quartos-para-alugar-44m-no-cabo-branco-joao-pessoa.jpg
0.0,4.0,46.0,0.0,1.0,,1.0,0.0,2670642340.0,,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3500.0,0.0,"Avenida Cabo Branco - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-cabo-branco-joao-pessoa-pb-46m2-id-2670642340/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/db8d3cfa25b47e2d37700e9a29803f23/apartamento-com-2-quartos-para-alugar-46m-no-cabo-branco-joao-pessoa.jpg
0.0,6.0,137.0,0.0,3.0,,1.0,0.0,2665289458.0,,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,4200.0,0.0,"Rua Doutor João Franca, 223 - Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-manaira-joao-pessoa-pb-137m2-id-2665289458/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/bb83d7f97dea7fd9eca50efe7c14c3e6/apartamento-com-3-quartos-para-alugar-137m-no-manaira-joao-pessoa.jpg
,,45.0,,2.0,600.0,,,2585211749.0,,,,,,1.0,,,,1.0,3400.0,,"Avenida Cabo Branco, 2492 - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-cabo-branco-joao-pessoa-pb-45m2-id-2585211749/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/34174775afaaa85f3aa31af20d88ca2a/apartamento-com-1-quarto-para-alugar-45m-no-cabo-branco-joao-pessoa.jpg
1.0,,216.0,0.0,4.0,,0.0,0.0,2624583919.0,,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,9000.0,0.0,"Rua Maria de Lourdes Coutinho Torres - Altiplano Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-altiplano-cabo-branco-joao-pessoa-pb-216m2-id-2624583919/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6b0f58a5f99ac6959457b53028a900e3/apartamento-com-4-quartos-para-alugar-216m-no-altiplano-cabo-branco-joao-pessoa.jpg
1.0,,36.0,0.0,1.0,400.0,1.0,0.0,2664531135.0,300.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1800.0,0.0,"Travessa Yayá de Amorim Coutinho, 1 - Miramar, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-miramar-joao-pessoa-pb-36m2-id-2664531135/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6a285664654cb8e273f537f52da88dca/apartamento-com-1-quarto-para-alugar-36m-no-miramar-joao-pessoa.jpg
0.0,,52.0,0.0,2.0,450.0,1.0,0.0,2654170760.0,,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3050.0,0.0,"Rua Coronel Severino Lucena - Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-manaira-joao-pessoa-pb-52m2-id-2654170760/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a4c0f9d1850622fafd0f62da16678eb9/apartamento-com-2-quartos-para-venda-ou-aluguel-52m-no-manaira-joao-pessoa.jpg
,,170.0,,4.0,1696.0,,,2660522464.0,,,,,,3.0,,,,3.0,7277.0,,"Avenida João Cirilo da Silva, 291 - Altiplano Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-altiplano-cabo-branco-joao-pessoa-pb-170m2-id-2660522464/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/fb1ffb062494e12e636699c0e95fba03/apartamento-com-3-quartos-para-alugar-170m-no-altiplano-cabo-branco-joao-pessoa.jpg
,,50.0,,1.0,,,,2655757485.0,,,,,,2.0,,,,1.0,2100.0,,"Rua Segismundo Guedes Pereira Neto, 10 - Bessa, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-bessa-joao-pessoa-pb-50m2-id-2655757485/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/8ad2bbf8d386671659f163c8737f67f3/apartamento-com-2-quartos-para-alugar-50m-no-bessa-joao-pessoa.jpg
1.0,,44.0,0.0,1.0,,1.0,1.0,2658147338.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,380.0,0.0,"Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-cabo-branco-joao-pessoa-pb-44m2-id-2658147338/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/65482273fdf3f7cfabe07007c091b217/apartamento-com-1-quarto-para-alugar-44m-no-cabo-branco-joao-pessoa.jpg
1.0,,32.0,0.0,1.0,,1.0,1.0,2658149001.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,170.0,0.0,"Jardim Oceania, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-jardim-oceania-joao-pessoa-pb-32m2-id-2658149001/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3526f4a498f98998df8c22f1919f7a3d/apartamento-com-1-quarto-para-alugar-32m-no-jardim-oceania-joao-pessoa.jpg
0.0,,60.0,0.0,2.0,400.0,1.0,0.0,2625970288.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3000.0,0.0,"Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-manaira-joao-pessoa-pb-60m2-id-2625970288/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/bcdbc50152fcf7ae4a4c25af1dce0ab4/apartamento-com-2-quartos-para-venda-ou-aluguel-60m-no-manaira-joao-pessoa.jpg
,,43.0,,1.0,,,,2669225347.0,,,,,,1.0,,,,,2000.0,,"Avenida Senador Ruy Carneiro, 405 - Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-manaira-joao-pessoa-pb-43m2-id-2669225347/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/59d717c380c54840718f58973e77af39/apartamento-com-1-quarto-para-alugar-43m-no-manaira-joao-pessoa.jpg
0.0,,82.0,0.0,2.0,,1.0,1.0,2651175775.0,,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,4500.0,0.0,"Avenida Presidente Afonso Pena, 5555 - Bessa, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-bessa-joao-pessoa-pb-82m2-id-2651175775/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c91273f70b03b28c5ff2543e9996d1d6/apartamento-com-2-quartos-para-alugar-82m-no-bessa-joao-pessoa.jpg
1.0,3.0,70.0,0.0,1.0,,1.0,1.0,2651850610.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,5000.0,0.0,"Avenida Cabo Branco, 1 - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-cabo-branco-joao-pessoa-pb-70m2-id-2651850610/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5b51cab820662b24bd1005c1a3a42740/apartamento-com-2-quartos-para-alugar-70m-no-cabo-branco-joao-pessoa.jpg
,,80.0,,3.0,600.0,,,2663743612.0,,,,,,3.0,,,,1.0,3000.0,,"Rua Silvino Lopes, 567 - Tambaú, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-tambau-joao-pessoa-pb-80m2-id-2663743612/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/aaa681f2d019a72fb27061ace23a14b1/apartamento-com-3-quartos-para-alugar-80m-no-tambau-joao-pessoa.jpg
,,200.0,,2.0,,,,2670029106.0,,,,,,4.0,,,,,3000.0,,"Centro, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-centro-joao-pessoa-pb-200m2-id-2670029106/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ed2789f7a47c81803a4eb59edbe33f44/apartamento-com-4-quartos-para-alugar-200m-no-centro-joao-pessoa.jpg
1.0,,133.0,0.0,3.0,,1.0,1.0,2636257940.0,,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,5500.0,0.0,"Rua Doutor Agenor Lacet, 333 - João Agripino, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-joao-agripino-joao-pessoa-pb-133m2-id-2636257940/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/8718f88111910da13c19ff94971f524c/apartamento-com-3-quartos-para-venda-ou-aluguel-133m-no-joao-agripino-joao-pessoa.jpg
0.0,,73.0,1.0,2.0,,0.0,0.0,2666354804.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1600.0,0.0,"Água Fria, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-ar-condicionado-agua-fria-joao-pessoa-pb-73m2-id-2666354804/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/861166f9ed9232c92ef750204ecd82a4/apartamento-com-2-quartos-para-alugar-73m-no-agua-fria-joao-pessoa.jpg
1.0,,62.0,1.0,2.0,,0.0,1.0,2661519157.0,,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3800.0,1.0,"Jardim Oceania, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-jardim-oceania-joao-pessoa-pb-62m2-id-2661519157/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/606dc5b84b73c6c029f2aff509675d2e/apartamento-com-2-quartos-para-alugar-62m-no-jardim-oceania-joao-pessoa.jpg
1.0,2.0,56.0,0.0,1.0,,1.0,0.0,2671736460.0,,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3500.0,0.0,"Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-cabo-branco-joao-pessoa-pb-56m2-id-2671736460/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/71f328020ded6c9c1bd25fd69e0c1161/apartamento-com-2-quartos-para-alugar-56m-no-cabo-branco-joao-pessoa.jpg
1.0,5.0,128.0,0.0,2.0,1100.0,1.0,1.0,2666588201.0,1000.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4500.0,0.0,"Avenida Cabo Branco, 4248 - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-cabo-branco-joao-pessoa-pb-128m2-id-2666588201/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a148eb7d63df98f9837c68cbc33936e1/apartamento-com-2-quartos-para-alugar-128m-no-cabo-branco-joao-pessoa.jpg
0.0,4.0,96.0,0.0,3.0,,1.0,0.0,2670535296.0,,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,4500.0,0.0,"Avenida Governador Argemiro de Figueiredo, 1223 - Jardim Oceania, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-jardim-oceania-joao-pessoa-pb-96m2-id-2670535296/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/e704e96910ce19447958fe9ee040f9c1/apartamento-com-3-quartos-para-alugar-96m-no-jardim-oceania-joao-pessoa.jpg
1.0,2.0,110.0,1.0,2.0,,1.0,1.0,2658666110.0,,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,6000.0,1.0,"Avenida Cabo Branco, 1660 - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-cabo-branco-joao-pessoa-pb-110m2-id-2658666110/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/8f6a85772fa80e10e992ffa3458f8845/apartamento-com-2-quartos-para-alugar-110m-no-cabo-branco-joao-pessoa.jpg
0.0,,56.0,0.0,2.0,,1.0,0.0,2670879021.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3800.0,0.0,"Rua João Cabral de Lucena, 3 - Bessa, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-bessa-joao-pessoa-pb-56m2-id-2670879021/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ecdc35eab55ae07555c15417bef61e1f/apartamento-com-2-quartos-para-alugar-56m-no-bessa-joao-pessoa.jpg
,8.0,196.0,,5.0,,,,2621544942.0,,,,,,5.0,,,,4.0,4500.0,,"Aeroclube, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-5-quartos-aeroclube-joao-pessoa-pb-196m2-id-2621544942/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/54f392b597bfeb38b304bd0431b60ca3/apartamento-com-5-quartos-para-venda-ou-aluguel-196m-no-aeroclube-joao-pessoa.jpg
0.0,,65.0,0.0,1.0,,1.0,0.0,2670073719.0,,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2550.0,0.0,"Rua Professor Joaquim Santiago, 239 - Expedicionários, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-expedicionarios-joao-pessoa-pb-65m2-id-2670073719/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1a6789d3b694bd3034c54eee16f6e8b8/apartamento-com-2-quartos-para-alugar-65m-no-expedicionarios-joao-pessoa.jpg
,,35.0,,1.0,,,,2634712118.0,,,,,,1.0,,,,1.0,2500.0,,"Rua Edvaldo Bezerra Cavalcanti Pinho - Cabo Branco, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-cabo-branco-joao-pessoa-pb-35m2-id-2634712118/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9e7f05496af0c84d983f8166b79f90bb/apartamento-com-1-quarto-para-venda-ou-aluguel-35m-no-cabo-branco-joao-pessoa.jpg
0.0,,40.0,0.0,1.0,,0.0,0.0,2663707500.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2800.0,0.0,"Rua Doutor Seixas Maia - Manaíra, João Pessoa - PB",apartamentos,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-manaira-joao-pessoa-pb-40m2-id-2663707500/,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f913dca770a71c261d4c59690cc08e3b/apartamento-com-1-quarto-para-alugar-40m-no-manaira-joao-pessoa.jpg
