"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
1,1,74,0,2,364,1,1,2631676754,1200,1,1,1,1,3,1,0,0,1,460000,1,"Rua Antilhon Ribeiro Soares, 5000 - Santa Isabel, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-santa-isabel-teresina-pi-74m2-id-2631676754/",-5.07585848397,-42.753098903672
0,1,67,0,2,NA,0,0,2630478738,NA,1,0,1,0,3,1,0,0,1,443166,0,"Rua Mato Grosso, 851 - Cabral, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-cabral-teresina-pi-67m2-id-2630478738/",-5.094604410736,-42.794789215831
0,NA,119,0,4,400,1,0,2615968357,NA,1,1,1,1,3,1,0,0,3,9e+05,1,"Avenida dos Expedicionários, 241 - Recanto das Palmeiras, Teresina - PI","coberturas","https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-recanto-das-palmeiras-teresina-pi-119m2-id-2615968357/",-5.088293355873,-42.763352640386
NA,NA,69,NA,2,NA,NA,NA,2604857783,NA,NA,NA,NA,NA,3,NA,NA,NA,1,280000,NA,"Campestre, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-campestre-teresina-pi-69m2-id-2604857783/",-5.06834,-42.75382
NA,2,49,NA,1,200,NA,NA,2638383755,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,140000,NA,"Parque Sao Joao, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-parque-sao-joao-teresina-pi-49m2-id-2638383755/",-5.13123,-42.80312
0,NA,59,0,1,NA,1,0,2456729142,NA,0,0,0,0,3,0,0,0,1,250000,0,"Conjunto Redonda, 2131 - Colorado, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-colorado-teresina-pi-59m2-id-2456729142/",-5.094900010198,-42.738095001661
0,10,77,0,3,280,0,1,2646107034,1,1,0,0,0,3,1,0,0,1,320000,0,"Rua Abimael Soares da Rocha, 4855 - Morada do Sol, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-morada-do-sol-teresina-pi-77m2-id-2646107034/",-5.069345361259,-42.756832519469
0,NA,38,0,1,NA,0,0,2633157363,NA,1,0,0,0,2,0,0,0,1,165000,0,"Livramento, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-livramento-teresina-pi-38m2-id-2633157363/",-5.08863,-42.75524
1,2,145,0,3,NA,1,1,2637901886,NA,0,0,1,0,3,1,0,0,3,750000,0,"Avenida dos Expedicionários, 241 - Recanto das Palmeiras, Teresina - PI","coberturas","https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-churrasqueira-recanto-das-palmeiras-teresina-pi-145m2-id-2637901886/",-5.088293355873,-42.763352640386
0,2,65,0,2,250,0,1,2647440055,NA,1,1,1,1,3,1,0,0,1,190000,0,"Santa Isabel, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-santa-isabel-teresina-pi-65m2-id-2647440055/",-5.0738,-42.75661
NA,NA,68,NA,2,350,NA,NA,2632896392,NA,NA,NA,NA,NA,3,NA,NA,NA,2,420000,NA,"Cristo Rei, Teresina - PI","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-cristo-rei-teresina-pi-68m2-id-2632896392/",-5.10037,-42.78702
