"academia","andar","area","area_servico","banheiro","condominio","elevador","endereco","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","tipo","url","vaga","valor","varanda_gourmet","latitude","longitude"
0,NA,310,1,4,NA,0,"Rua José Alber Sampaio, 324 - Pintolândia, Boa Vista - RR",0,2649193155,400,0,0,0,0,5,0,0,0,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-pintolandia-boa-vista-rr-310m2-id-2649193155/",3,295000,1,2.79931,-60.74813
NA,NA,50,NA,1,NA,NA,"Rua Afonso dos Santos Pereira, 1676 - Alvorada, Boa Vista - RR",NA,2609520070,NA,NA,NA,NA,NA,1,NA,NA,NA,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-alvorada-boa-vista-rr-50m2-id-2609520070/",1,180000,NA,2.818040020213,-60.763499988599
NA,NA,384,NA,5,NA,NA,"Rua Cristiano Vieira da Silva - Caçari, Boa Vista - RR",NA,2631789358,NA,NA,NA,NA,NA,4,NA,NA,NA,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-ar-condicionado-cacari-boa-vista-rr-384m2-id-2631789358/",4,1970000,NA,2.85329,-60.65048
NA,NA,405,NA,4,NA,NA,"Rua Capitão Castro Mendes, 60 - Paraviana, Boa Vista - RR",NA,2630529285,NA,NA,NA,NA,NA,4,NA,NA,NA,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-paraviana-boa-vista-rr-405m2-id-2630529285/",6,3500000,NA,2.862889698445,-60.660204019713
NA,NA,1600,NA,1,NA,NA,"Rua Turmalina, 461 - Jóquei Clube, Boa Vista - RR",NA,2652150954,NA,NA,NA,NA,NA,1,NA,NA,NA,"terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-1-quarto-joquei-clube-boa-vista-rr-1600m2-id-2652150954/",NA,150000,NA,2.804019694685,-60.729615665461
0,NA,1054,0,2,NA,0,"Rua Rio Tocantins - Caçari, Boa Vista - RR",1,2643149670,NA,1,0,0,0,4,0,1,0,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-cacari-boa-vista-rr-1054m2-id-2643149670/",4,3997000,0,2.840091536498,-60.652824811115
0,NA,390,0,5,NA,0,"Caçari, Boa Vista - RR",0,2651582655,NA,1,0,0,0,1,0,0,0,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-com-piscina-cacari-boa-vista-rr-390m2-id-2651582655/",3,2800000,0,2.85329,-60.65048
NA,NA,82,NA,1,NA,NA,"Rua Amajari - São Vicente, Boa Vista - RR",NA,2645319197,NA,NA,NA,NA,NA,2,NA,NA,NA,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-vicente-boa-vista-rr-82m2-id-2645319197/",NA,8e+05,NA,2.813018654223,-60.678577180788
NA,NA,2246,NA,NA,NA,NA,"Rua Reinaldo Neves - Jardim Floresta, Boa Vista - RR",NA,2640779852,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-floresta-boa-vista-rr-2246m2-id-2640779852/",NA,1200000,NA,2.827767438781,-60.705168712698
0,1,500,0,2,NA,0,"Rua Severino Soares de Freitas - Paraviana, Boa Vista - RR",1,2647724457,NA,1,0,0,0,4,0,1,0,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-mobiliado-paraviana-boa-vista-rr-500m2-id-2647724457/",4,5500000,1,2.857054696411,-60.665067316425
NA,NA,90,NA,3,NA,NA,"Rua Francisco Anacleto da Silva - Equatorial, Boa Vista - RR",NA,2597756174,NA,NA,NA,NA,NA,2,NA,NA,NA,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-equatorial-boa-vista-rr-90m2-id-2597756174/",1,170000,NA,2.819714070504,-60.771627217529
0,NA,125,1,1,NA,0,"Rua Gavião, 165 - Jóquei Clube, Boa Vista - RR",0,2645010767,NA,0,0,0,0,3,0,0,0,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-joquei-clube-boa-vista-rr-125m2-id-2645010767/",NA,285000,0,2.807218030191,-60.719687722028
NA,NA,168,NA,1,NA,NA,"Cinturao Verde, Boa Vista - RR",NA,2652320374,NA,NA,NA,NA,NA,3,NA,NA,NA,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-cinturao-verde-boa-vista-rr-168m2-id-2652320374/",NA,850000,NA,2.8051,-60.70749
0,NA,10,0,1,NA,0,"Avenida Olímpica - Jardim Tropical, Boa Vista - RR",1,2635552387,NA,0,0,0,0,3,0,0,0,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-jardim-tropical-boa-vista-rr-10m2-id-2635552387/",2,3e+05,0,2.796799775881,-60.731179727808
0,NA,55,1,1,NA,0,"Rua Eurides Vasconcelos Rodrigues, 74 - Jardim Floresta, Boa Vista - RR",0,2648441071,399,0,0,0,0,1,0,0,0,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-jardim-floresta-boa-vista-rr-55m2-id-2648441071/",2,250000,0,2.826112088121,-60.703244045921
