academia,andar,area,area_servico,banheiro,condominio,elevador,endereco,espaco_gourmet,foto_imovel,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,url,vaga,valor,varanda_gourmet
1.0,,47.0,0,2.0,,1.0,"Rua Amália Bernardino de Sousa, 560 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/00cd48df6e373060f484639dc1bf6494/apartamento-com-2-quartos-a-venda-47m-no-boa-viagem-recife.jpg,2635405183,,1.0,1.0,1.0,1.0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-47m2-id-2635405183/,1.0,367000.0,0
,3.0,243.0,,6.0,1280.0,,"Rua da Amizade, 203 - Graças, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/aec06853fa18ca1435aaa5328fe4d7d4/apartamento-com-4-quartos-a-venda-243m-no-gracas-recife.jpg,2662431760,399.0,,,,,4.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-gracas-recife-pe-243m2-id-2662431760/,1.0,850000.0,
0,,130.0,1.0,4.0,900.0,1.0,"Rua Desembargador João Paes, 912 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/aca0b53a4ca1101922759611efd5834e/apartamento-com-3-quartos-a-venda-130m-no-boa-viagem-recife.jpg,2638532900,3000.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-130m2-id-2638532900/,2.0,879900.0,0
1.0,1.0,31.0,0,1.0,500.0,1.0,"Rua Alfredo Fernandes, 278 - Casa Forte, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a95c4c18a71bc42014b1c973ad5b304d/apartamento-com-1-quarto-a-venda-31m-no-casa-forte-recife.jpg,2597308253,500.0,1.0,0,1.0,0,1.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-casa-forte-recife-pe-31m2-id-2597308253/,1.0,367000.0,0
0,1.0,43.0,1.0,1.0,,1.0,"Rua Amália Bernardino de Sousa, 234 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1ff5fae46ce4134d6bb2e09e0fb7492f/apartamento-com-2-quartos-a-venda-43m-no-boa-viagem-recife.jpg,2648139590,,1.0,0,0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-43m2-id-2648139590/,1.0,320000.0,0
1.0,,90.0,0,3.0,1000.0,1.0,"Rua Real da Torre, 1400 - Madalena, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/fe38d12dafe26f16f3247ee9f8acbdbc/apartamento-com-3-quartos-a-venda-90m-no-madalena-recife.jpg,2659664157,327.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-madalena-recife-pe-90m2-id-2659664157/,2.0,760000.0,1.0
,,121.0,,5.0,1.0,,"Rua da Aurora, 177 - Boa Vista, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/440c0eaa86cf194f9d819ce18a5d2822/apartamento-com-3-quartos-a-venda-121m-no-boa-vista-recife.jpg,2650116167,3.0,,,,,3.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-vista-recife-pe-121m2-id-2650116167/,3.0,1315000.0,
1.0,1.0,44.0,0,1.0,1.0,1.0,"Rua Conde Pereira Carneiro, 615 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/bb88dae7280d44bd57f991eefc95782d/apartamento-com-2-quartos-a-venda-44m-no-boa-viagem-recife.jpg,2614340794,1.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-44m2-id-2614340794/,1.0,280000.0,0
,1.0,50.0,,2.0,450.0,,"Rua Sant'Anna - Santana, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3c2ae4be4d2713c1986f8c388dc331fe/apartamento-com-2-quartos-a-venda-50m-no-santana-recife.jpg,2599080553,1900.0,,,,,2.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-santana-recife-pe-50m2-id-2599080553/,2.0,430000.0,
0,11.0,161.0,0,2.0,1.0,1.0,"Rua Visconde de Jequitinhonha, 2522 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b1bab6e528b053b1a5232dc6ea8bc72c/apartamento-com-3-quartos-a-venda-161m-no-boa-viagem-recife.jpg,2660131338,1.0,0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-161m2-id-2660131338/,2.0,870000.0,0
,,58.0,,1.0,,,"Rua Faustino Porto, 384 - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/59a9ba53d58a7495ca6003c66ecc968b/apartamento-com-2-quartos-a-venda-58m-no-boa-viagem-recife.jpg,2656696559,,,,,,2.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-boa-viagem-recife-pe-58m2-id-2656696559/,,350000.0,
,,75.0,,2.0,655.0,,"Rua Visconde de Jequitinhonha - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ffe047b0299bd131bb15ab11a10c276f/apartamento-com-2-quartos-a-venda-75m-no-boa-viagem-recife.jpg,2589590387,140.0,,,,,2.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-boa-viagem-recife-pe-75m2-id-2589590387/,1.0,410000.0,
1.0,13.0,77.0,1.0,3.0,,1.0,"Rua José Paraíso, 94 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/0df1da5b51e003c5b916d8f672f94e78/apartamento-com-3-quartos-a-venda-77m-no-boa-viagem-recife.jpg,2591877768,,1.0,1.0,1.0,0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-77m2-id-2591877768/,1.0,655000.0,1.0
,1.0,627.0,,5.0,,,"Rua Lopes de Carvalho, 233 - Madalena, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/66ec1de5d57e60b6e9f24c6672021aa9/apartamento-com-10-quartos-a-venda-627m-no-madalena-recife.jpg,2625738789,,,,,,10.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-10-quartos-madalena-recife-pe-627m2-id-2625738789/,5.0,1600000.0,
0,6.0,80.0,1.0,3.0,701.0,1.0,"Rua Pedro Bergamo, 323 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/4f0fe358ad7bf6bf90f95a3b3d0509ea/apartamento-com-3-quartos-a-venda-80m-no-boa-viagem-recife.jpg,2569501728,1946.0,1.0,1.0,1.0,0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-80m2-id-2569501728/,1.0,494900.0,0
0,1.0,50.0,1.0,2.0,500.0,1.0,"Rua Sant'Anna, 74 - Santana, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/810e70da55b0c541249218e9bbe37322/apartamento-com-2-quartos-a-venda-50m-no-santana-recife.jpg,2615713175,1.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-santana-recife-pe-50m2-id-2615713175/,2.0,430001.0,0
1.0,19.0,87.0,1.0,3.0,895.0,1.0,"Rua Antônio de Sá Leitão, 58 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2ad6fa1471423b8ffc051385253257f0/apartamento-com-3-quartos-a-venda-87m-no-boa-viagem-recife.jpg,2656757768,292.0,1.0,1.0,1.0,0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-87m2-id-2656757768/,2.0,819900.0,0
0,17.0,90.0,0,1.0,700.0,1.0,"Rua Antônio Passos, 200 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1108f8999d875da65aa95d2dae0a95be/apartamento-com-3-quartos-a-venda-90m-no-boa-viagem-recife.jpg,2577305265,,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-90m2-id-2577305265/,2.0,840000.0,0
0,,93.0,0,3.0,600.0,1.0,"Avenida Fernando Simões Barbosa, 110 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/64422dc5afe2176f733b2c31a75b76c4/apartamento-com-3-quartos-a-venda-93m-no-boa-viagem-recife.jpg,2621443259,,0,1.0,0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-boa-viagem-recife-pe-93m2-id-2621443259/,1.0,548000.0,0
1.0,9.0,44.0,0,1.0,1.0,1.0,"Rua Conde Pereira Carneiro, 615 - Imbiribeira, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9d2d8e078b881a8ae3d8d41661918337/apartamento-com-2-quartos-a-venda-44m-no-imbiribeira-recife.jpg,2597726769,1.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-imbiribeira-recife-pe-44m2-id-2597726769/,1.0,259000.0,0
0,12.0,108.0,0,2.0,1346.0,0,"Rua Francisco de Barros Barreto, 90 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1a973a7a3f3c415d25fbd8a805e4a952/apartamento-com-3-quartos-a-venda-108m-no-boa-viagem-recife.jpg,2669351207,2200.0,0,0,1.0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-108m2-id-2669351207/,2.0,850000.0,0
1.0,,157.0,0,3.0,1650.0,1.0,"Rua Pereira da Costa, 81 - Pina, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2e615435c12ae2c3f3375f8f7b102c16/apartamento-com-2-quartos-a-venda-157m-no-pina-recife.jpg,2664165614,4800.0,1.0,1.0,1.0,0,2.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-pina-recife-pe-157m2-id-2664165614/,2.0,2098000.0,0
1.0,,122.0,0,2.0,99.0,1.0,"Avenida Dezessete de Agosto, 2549 - Casa Forte, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c8c4b579f48694620f8b6a4cac7ad734/apartamento-com-3-quartos-a-venda-122m-no-casa-forte-recife.jpg,2666900594,99.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-forte-recife-pe-122m2-id-2666900594/,2.0,1191000.0,1.0
0,,93.0,1.0,3.0,,1.0,"Rua José Moreira Leal - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9e1e7857a0a1b4e935990affd1acecd8/apartamento-com-3-quartos-a-venda-93m-no-boa-viagem-recife.jpg,2664893409,,0,0,1.0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-boa-viagem-recife-pe-93m2-id-2664893409/,1.0,425000.0,0
0,4.0,146.0,1.0,2.0,1250.0,1.0,"Avenida Boa Viagem, 5802 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/814ad0aaed6288c554a7c4f585d3adbf/apartamento-com-3-quartos-a-venda-146m-no-boa-viagem-recife.jpg,2573856575,400.0,0,1.0,0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-boa-viagem-recife-pe-146m2-id-2573856575/,2.0,730000.0,0
1.0,8.0,91.0,0,1.0,,1.0,"Rua Padre Bernardino Pessoa, 816 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d04c739c96bc19e985e3fa96c11b2c8a/apartamento-com-3-quartos-a-venda-91m-no-boa-viagem-recife.jpg,2662858836,,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-91m2-id-2662858836/,2.0,899000.0,1.0
1.0,5.0,95.0,0,2.0,1.0,0,"Rua Aviador Severiano Lins, 501 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7c28831d0de2c117e6acb66126ec4f12/apartamento-com-3-quartos-a-venda-95m-no-boa-viagem-recife.jpg,2669096004,1.0,0,0,1.0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-boa-viagem-recife-pe-95m2-id-2669096004/,1.0,479000.0,0
1.0,5.0,50.0,1.0,2.0,600.0,0,"Rua Santana, 74 - Casa Forte, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1e9db228aee3054c7cdd7e9aaee78ecb/apartamento-com-2-quartos-a-venda-50m-no-casa-forte-recife.jpg,2631311316,220.0,1.0,0,0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-casa-forte-recife-pe-50m2-id-2631311316/,2.0,430000.0,0
0,12.0,86.0,1.0,3.0,861.0,1.0,"Rua Doutor José Maria, 296 - Encruzilhada, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6303c07741af713199da917f663124ef/apartamento-com-3-quartos-a-venda-86m-no-encruzilhada-recife.jpg,2662684765,3143.0,1.0,0,0,1.0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-encruzilhada-recife-pe-86m2-id-2662684765/,2.0,690000.0,0
0,,136.0,1.0,2.0,750.0,0,"Rua da Hora - Espinheiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/4e929b8949cce962c325b54c0f2bc231/apartamento-com-3-quartos-a-venda-136m-no-espinheiro-recife.jpg,2671056102,,0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-espinheiro-recife-pe-136m2-id-2671056102/,2.0,380000.0,0
1.0,2.0,36.0,0,1.0,,1.0,"Rua Nogueira de Souza, 305 - Pina, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7a047f9e28e073dde4b537e95136fb3a/apartamento-com-1-quarto-a-venda-36m-no-pina-recife.jpg,2645246474,,1.0,1.0,1.0,0,1.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-pina-recife-pe-36m2-id-2645246474/,1.0,450000.0,0
1.0,20.0,66.0,0,2.0,2.0,1.0,"Rua Vinte e Quatro de Junho, 35 - Encruzilhada, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/568c451d90a0a189a979061c29eb9f8b/apartamento-com-2-quartos-a-venda-66m-no-encruzilhada-recife.jpg,2640643146,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-encruzilhada-recife-pe-66m2-id-2640643146/,1.0,396000.0,0
1.0,11.0,114.0,0,3.0,1000.0,1.0,"Rua Quarenta e Oito, 462 - Espinheiro, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f7f0ed956cd2b8ed979a6f53268e2e44/apartamento-com-3-quartos-a-venda-114m-no-espinheiro-recife.jpg,2658629228,,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-espinheiro-recife-pe-114m2-id-2658629228/,2.0,865000.0,0
1.0,7.0,154.0,0,2.0,1300.0,1.0,"Rua Setúbal, 300 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/0a26fea01f070fcd8ee5ef13a95ad0d9/apartamento-com-3-quartos-a-venda-154m-no-boa-viagem-recife.jpg,2612590488,3474.0,0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-boa-viagem-recife-pe-154m2-id-2612590488/,2.0,749989.0,0
0,12.0,95.0,0,3.0,570.0,1.0,"Rua do Espinheiro, 195 - Espinheiro, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c5dccaa7a331943bb7edc9a184daf6f7/apartamento-com-3-quartos-a-venda-95m-no-espinheiro-recife.jpg,2621170666,3000.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-espinheiro-recife-pe-95m2-id-2621170666/,2.0,630000.0,0
0,1.0,109.0,1.0,3.0,1140.0,1.0,"Avenida Flor de Santana, 189 - Parnamirim, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/bb987f84f2af0d3a8739f6b6bd927f37/apartamento-com-3-quartos-a-venda-109m-no-parnamirim-recife.jpg,2625362487,380.0,1.0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-parnamirim-recife-pe-109m2-id-2625362487/,2.0,650000.0,0
1.0,15.0,125.0,0,4.0,1.0,1.0,"Avenida Boa Viagem, 200 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/4cb4afb73c2c426dd332dbd22f76eb18/apartamento-com-4-quartos-a-venda-125m-no-boa-viagem-recife.jpg,2647542991,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-125m2-id-2647542991/,2.0,1290000.0,1.0
1.0,1.0,130.0,1.0,3.0,1.0,1.0,"Rua Professor Arnaldo Carneiro Leão, 1 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7a1b0d40812029699588f99b6a867e48/apartamento-com-3-quartos-a-venda-130m-no-boa-viagem-recife.jpg,2603183201,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-130m2-id-2603183201/,2.0,1024304.0,1.0
0,20.0,153.0,1.0,4.0,1090.0,1.0,"Rua Capitão Sampaio Xavier - Graças, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/01bf72dc05e5ee967e4ee00a73a0660f/apartamento-com-3-quartos-a-venda-153m-no-gracas-recife.jpg,2618503245,513.0,1.0,1.0,0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-gracas-recife-pe-153m2-id-2618503245/,2.0,1399500.0,1.0
1.0,3.0,76.0,1.0,3.0,940.0,1.0,"Rua da Angustura, 195 - Aflitos, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6fa6e9fcd50b6408ec0a165f2b787d48/apartamento-com-3-quartos-a-venda-76m-no-aflitos-recife.jpg,2641600062,140.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-aflitos-recife-pe-76m2-id-2641600062/,1.0,505000.0,0
0,1.0,66.0,0,2.0,1.0,1.0,"Rua Souza de Andrade, 36 - Graças, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a63f6d085f83b6c0037c62b8b7907181/apartamento-com-3-quartos-a-venda-66m-no-gracas-recife.jpg,2631422693,1.0,1.0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-gracas-recife-pe-66m2-id-2631422693/,1.0,559990.0,0
1.0,,48.0,0,1.0,,1.0,"Rua Ibiá, 1 - Casa Amarela, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d5c43bf7ad71bd629c7b3961347d305c/apartamento-com-2-quartos-a-venda-48m-no-casa-amarela-recife.jpg,2632995476,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-casa-amarela-recife-pe-48m2-id-2632995476/,1.0,404000.0,1.0
0,,60.0,0,2.0,1.0,1.0,"Rua Serinhaém, 200 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7b478ca2ef6985795d3cbaf1811d452f/apartamento-com-2-quartos-a-venda-60m-no-boa-viagem-recife.jpg,2594885283,1.0,1.0,1.0,1.0,0,2.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-60m2-id-2594885283/,1.0,500000.0,0
1.0,,51.0,0,1.0,606.0,1.0,"Rua Coronel Anízio Rodrigues Coelho, 255 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c02fdf335c59ccef3cbfe9504172cd90/apartamento-com-1-quarto-a-venda-51m-no-boa-viagem-recife.jpg,2597553082,117.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-boa-viagem-recife-pe-51m2-id-2597553082/,1.0,510000.0,0
,13.0,160.0,,4.0,1253.0,,"Rua Dom José Lopes, 75 - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a7bf4e8018479bdf20e72978134bd70e/apartamento-com-4-quartos-a-venda-160m-no-boa-viagem-recife.jpg,2670791895,482.0,,,,,4.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-boa-viagem-recife-pe-160m2-id-2670791895/,2.0,900000.0,
0,,629.0,0,9.0,,1.0,"Praça Professor Fleming, 271 - Jaqueira, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c1c29c073f2f1e451282978c446499db/apartamento-com-9-quartos-a-venda-629m-no-jaqueira-recife.jpg,2668536825,,1.0,0,1.0,0,9.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-9-quartos-com-piscina-jaqueira-recife-pe-629m2-id-2668536825/,7.0,3500000.0,1.0
1.0,2.0,154.0,1.0,3.0,1.0,1.0,"Avenida Pedro Paes Mendonça, 200 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ce2ebc7acc032a1aba8e52c8e3e51ded/apartamento-com-4-quartos-a-venda-154m-no-boa-viagem-recife.jpg,2619166946,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-154m2-id-2619166946/,3.0,989999.0,1.0
1.0,,141.0,0,2.0,1.0,1.0,"Rua Arlindo Gouveia, 145 - Madalena, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/dd3968c34a7f355761dc2f6f51ea6fe0/apartamento-com-3-quartos-a-venda-141m-no-madalena-recife.jpg,2643143346,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-madalena-recife-pe-141m2-id-2643143346/,2.0,1590000.0,0
0,,208.0,0,5.0,,0,"Rua de Apipucos, 455 - Apipucos, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/58c6e2074bc168f71fe2a2cea4728a6f/apartamento-com-4-quartos-a-venda-208m-no-apipucos-recife.jpg,2663649588,,0,1.0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-apipucos-recife-pe-208m2-id-2663649588/,3.0,2400000.0,0
1.0,,104.0,1.0,1.0,1200.0,1.0,"Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/20fe0c67928c54af20384b10424669d9/apartamento-com-3-quartos-a-venda-104m-no-boa-viagem-recife.jpg,2636969358,280.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-104m2-id-2636969358/,2.0,750000.0,0
0,5.0,190.0,0,4.0,1.0,1.0,"Avenida Boa Viagem, 144 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/850436ce0f825428040fddb4a17f8aab/apartamento-com-3-quartos-a-venda-190m-no-boa-viagem-recife.jpg,2605528222,2.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-190m2-id-2605528222/,3.0,3800000.0,0
1.0,,45.0,0,1.0,,1.0,"Rua Conde Pereira Carneiro, 615 - Imbiribeira, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5f78430b2bd018b7d140b7b50ba2c082/apartamento-com-2-quartos-a-venda-45m-no-imbiribeira-recife.jpg,2622787319,,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-imbiribeira-recife-pe-45m2-id-2622787319/,1.0,259000.0,0
