academia,andar,area,area_servico,banheiro,condominio,elevador,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,vaga,valor,varanda_gourmet,url,tipo,endereco,latitude,longitude
,,300.0,,,,,,2622760747,,,,,,,,,,,15000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-300m2-id-2622760747/,terrenos_lotes_e_condominios,"Rua Arino de Souza Matos, 1 - Inoã, Maricá - RJ",-22.915630779067,-42.930741587896
0.0,,110.0,1.0,1.0,,0.0,0.0,2624463728,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,500000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-ar-condicionado-jardim-atlantico-oeste-marica-rj-110m2-id-2624463728/,casas,"Rua General Emir - Jardim Atlântico Oeste, Maricá - RJ",-22.962235033734,-42.970249998835
0.0,,665.0,1.0,3.0,,0.0,1.0,2637129097,,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,780000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-mobiliado-marques-de-marica-marica-rj-665m2-id-2637129097/,casas,"Rua Barão de Mauá, quadra 5 - Marquês de Maricá, Maricá - RJ",-22.904810017396,-42.797160010225
0.0,,217.0,1.0,3.0,,0.0,0.0,2639872153,1140.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,595000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-itaocaia-valley-marica-rj-217m2-id-2639872153/,casas,"Itaocaia Valley, Maricá - RJ",-22.92855,-42.96723
0.0,,80.0,1.0,3.0,,0.0,0.0,2593839281,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,350000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-mumbuca-marica-rj-80m2-id-2593839281/,casas,"Rua Antônio dos Santos Bittencourt - Mumbuca, Maricá - RJ",-22.912511537428,-42.824886180484
,,480.0,,,,,,2591090123,,,,,,,,,,,190000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itaipuacu-marica-rj-480m2-id-2591090123/,terrenos_lotes_e_condominios,"Rua A, nº 46 - Itaipuaçú, Maricá - RJ",-22.971409055379,-43.01495446027
,1.0,480.0,,3.0,,,,2639166460,600.0,,,,,3.0,,,,3.0,720000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-central-marica-rj-480m2-id-2639166460/,casas,"Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
,,4000.0,,,,,,2593428928,,,,,,,,,,,290000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-chacaras-de-inoa-marica-rj-4000m2-id-2593428928/,terrenos_lotes_e_condominios,"Rua Emílio Signoretti, 31 - Chácaras De Inoã, Maricá - RJ",-22.935879776366,-42.93086548586
,,153.0,,2.0,,,,2623329099,,,,,,2.0,,,,4.0,350000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-quintal-sao-jose-de-imbassai-marica-rj-153m2-id-2623329099/,casas,"São José de Imbassai, Maricá - RJ",-22.93134,-42.87991
0.0,,1200.0,0.0,4.0,400.0,0.0,0.0,2581661768,,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1250000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-recanto-de-itaipuacu-marica-rj-1200m2-id-2581661768/,casas_de_condominio,"Rua Canagé, 63 - Recanto De Itaipuacu, Maricá - RJ",-22.965939991626,-43.017749992673
0.0,,76.0,1.0,2.0,,0.0,0.0,2644234200,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,440000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-itaipuacu-marica-rj-76m2-id-2644234200/,casas,"Rua Van Lerbergue, 28 - Itaipuaçú, Maricá - RJ",-22.964600018675,-42.937199986976
,,530.0,,,,,,2647890357,,,,,,,,,,,180000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-oeste-marica-rj-530m2-id-2647890357/,terrenos_lotes_e_condominios,"Avenida Oscar Niemeyer, 1 - Jardim Atlântico Oeste, Maricá - RJ",-22.97069999062,-42.940400029971
,,65.0,,2.0,120.0,,,2627688094,450.0,,,,,2.0,,,,1.0,225000.0,,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-chacaras-de-inoa-marica-rj-65m2-id-2627688094/,apartamentos,"Rua Oito - Chácaras De Inoã, Maricá - RJ",-22.92232880339,-42.932967727052
1.0,,244.0,1.0,5.0,350.0,0.0,0.0,2558548032,960.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,890000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-cajueiro-marica-rj-244m2-id-2558548032/,casas_de_condominio,"Estrada Oscar Vieira da Costa Júnior, 111 - Cajueiro, Maricá - RJ",-22.941409456553,-42.93366260905
0.0,,99.0,1.0,1.0,,0.0,0.0,2624462634,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,650000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-barroco-marica-rj-99m2-id-2624462634/,casas,"Rua das Begônias - Barroco, Maricá - RJ",-22.962142763494,-42.976487257873
,,1200.0,,,,,,2574718918,,,,,,,,,,,110000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-imbassai-marica-rj-1200m2-id-2574718918/,terrenos_lotes_e_condominios,"São José de Imbassai, Maricá - RJ",-22.93134,-42.87991
,,76.0,,1.0,,,,2644951868,,,,,,2.0,,,,1.0,215900.0,,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-churrasqueira-sao-jose-de-imbassai-marica-rj-76m2-id-2644951868/,sobrados,"Avenida Prefeito Alcebíades Mendes, 56 - São José de Imbassai, Maricá - RJ",-22.936011640469,-42.899641932239
0.0,,180.0,1.0,2.0,,0.0,0.0,2624669531,683.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,595000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-barroco-marica-rj-180m2-id-2624669531/,casas,"Rua das Violetas, 27 - Barroco, Maricá - RJ",-22.957822163399,-42.986178228305
0.0,,65.0,1.0,1.0,,0.0,0.0,2591442617,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,390000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-inoa-marica-rj-65m2-id-2591442617/,casas,"Inoã, Maricá - RJ",-22.91365,-42.92992
0.0,,134.0,0.0,2.0,,0.0,1.0,2571211727,672.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,685000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-jardim-atlantico-oeste-marica-rj-134m2-id-2571211727/,casas,"Rua João Pressel - Jardim Atlântico Oeste, Maricá - RJ",-22.96347,-42.97024
,,300.0,,3.0,,,,2559273268,,,,,,3.0,,,,3.0,590000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-oeste-marica-rj-300m2-id-2559273268/,casas,"Jardim Atlântico Oeste, Maricá - RJ",-22.96347,-42.97024
1.0,,165.0,0.0,3.0,550.0,0.0,1.0,2568143988,,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,980000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-inoa-marica-rj-165m2-id-2568143988/,casas_de_condominio,"Inoã, Maricá - RJ",-22.91365,-42.92992
,,360.0,,,,,,2589432190,,,,,,,,,,,85000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-imbassai-marica-rj-360m2-id-2589432190/,terrenos_lotes_e_condominios,"Rua João da Cunha Abreu - São José de Imbassai, Maricá - RJ",-22.926189635536,-42.889363534921
0.0,,85.0,1.0,2.0,130.0,0.0,0.0,2641310259,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,380000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-itapeba-marica-rj-85m2-id-2641310259/,casas_de_condominio,"Itapeba, Maricá - RJ",-22.91001,-42.83938
0.0,,400.0,1.0,4.0,270.0,0.0,0.0,1524865476,,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,730000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-centro-marica-rj-400m2-id-1524865476/,casas_de_condominio,"Centro, Maricá - RJ",-22.91736,-42.81923
0.0,,10.0,1.0,2.0,,0.0,0.0,2570766385,243.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,395000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-seguranca-interna-barroco-marica-rj-10m2-id-2570766385/,casas,"Rua Heliotrópios, 100 - Barroco, Maricá - RJ",-22.952464008319,-42.984057756868
,,480.0,,,,,,2648249759,,,,,,,,,,,250000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itaipuacu-marica-rj-480m2-id-2648249759/,terrenos_lotes_e_condominios,"Itaipuaçú, Maricá - RJ",-22.93307,-42.95436
,,300.0,,3.0,,,,2648249261,,,,,,3.0,,,,2.0,480000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-itaipuacu-marica-rj-300m2-id-2648249261/,casas,"Itaipuaçú, Maricá - RJ",-22.93307,-42.95436
,,700.0,,,,,,2566944978,450.0,,,,,,,,,,495000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-leste-itaipuacu-marica-rj-700m2-id-2566944978/,terrenos_lotes_e_condominios,"Avenida Benvindo Taques Horta Júnior - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96667,-43.01667
0.0,,110.0,1.0,2.0,,0.0,0.0,2637221945,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,490000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-cordeirinho-marica-rj-110m2-id-2637221945/,casas,"Rua Celso Farias - Cordeirinho, Maricá - RJ",-22.95548,-42.74577
,,540.0,,,,,,2574258678,,,,,,,,,,,170000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-centro-marica-rj-540m2-id-2574258678/,terrenos_lotes_e_condominios,"Centro, Maricá - RJ",-22.91736,-42.81923
,,90.0,,1.0,,,,2648613525,,,,,,,,,,,130000.0,,https://www.zapimoveis.com.br/imovel/venda-loja-salao-inoa-marica-rj-90m2-id-2648613525/,lojas_saloes_e_pontos_comerciais,"Rua Joaquim Pereira de Matos, 10 - Inoã, Maricá - RJ",-22.907123263829,-42.928087591087
,,65.0,,2.0,,,,2638637303,,,,,,2.0,,,,4.0,390000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-jose-de-imbassai-marica-rj-65m2-id-2638637303/,casas,"São José de Imbassai, Maricá - RJ",-22.93134,-42.87991
,,80.0,,1.0,,,,2626147562,,,,,,2.0,,,,1.0,395000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-atlantico-marica-rj-80m2-id-2626147562/,casas,"Rua Oitenta e Cinco, 1 - Jardim Atlântico, Maricá - RJ",-22.969239988816,-42.925289973116
,,360.0,,,,,,2459947207,,,,,,,,,,,110000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-central-marica-rj-360m2-id-2459947207/,terrenos_lotes_e_condominios,"Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
,,360.0,,3.0,,,,2647282098,700.0,,,,,3.0,,,,2.0,650000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracatiba-marica-rj-360m2-id-2647282098/,casas,"Avenida Prefeito Ivan Mundin, 20 - Araçatiba, Maricá - RJ",-22.944840017215,-42.824230037082
0.0,,140.0,1.0,2.0,,0.0,0.0,2552968978,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,460000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-jardim-atlantico-central-marica-rj-140m2-id-2552968978/,casas,"Rua Elisa Vieira Veras - Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
,,360.0,,,630.0,,,2624362487,,,,,,,,,,,160000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-360m2-id-2624362487/,terrenos_lotes_e_condominios,"Inoã, Maricá - RJ",-22.91365,-42.92992
0.0,,185.0,1.0,3.0,630.0,0.0,0.0,2633686664,1200.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1100000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-inoa-marica-rj-185m2-id-2633686664/,casas_de_condominio,"Inoã, Maricá - RJ",-22.91365,-42.92992
0.0,,89.0,0.0,2.0,,0.0,1.0,2573221474,415.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,495000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-central-marica-rj-89m2-id-2573221474/,casas,"Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
,,200.0,,2.0,,,,2617696717,450.0,,,,,2.0,,,,2.0,270000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-americana-itapeba-marica-rj-200m2-id-2617696717/,casas,"Rua Orquídeas, 2 - Itapeba, Maricá - RJ",-22.902546819181,-42.820983663558
0.0,,80.0,1.0,2.0,,0.0,0.0,2637221947,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,370000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-guaratiba-marica-rj-80m2-id-2637221947/,casas,"Rua Sessenta e Cinco - Guaratiba, Maricá - RJ",-22.957813600655,-42.771825162294
,,270.0,,1.0,1060.0,,,2627151966,200.0,,,,,5.0,,,,,1350000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-ponta-grossa-marica-rj-270m2-id-2627151966/,casas,"Rua Irineu Ferreira Pinto, 100 - Ponta Grossa, Maricá - RJ",-22.921176335282,-42.855799362502
0.0,,176.0,1.0,3.0,400.0,0.0,0.0,2628588351,,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,1300000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-itaipuacu-marica-rj-176m2-id-2628588351/,casas_de_condominio,"Estrada Oscar Vieira da Costa Júnior, 111 - Itaipuaçú, Maricá - RJ",-22.941409456553,-42.93366260905
,1.0,240.0,,2.0,,,,2626181553,100.0,,,,,2.0,,,,2.0,390000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-itaipuacu-marica-rj-240m2-id-2626181553/,casas,"Rua dos Jasmins, 9 - Itaipuaçú, Maricá - RJ",-22.95401084409,-42.982645289936
0.0,,300.0,1.0,2.0,500.0,0.0,0.0,2627149333,100.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1750000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-inoa-marica-rj-300m2-id-2627149333/,casas_de_condominio,"Rodovia Ernani do Amaral Peixoto, 100 - Inoã, Maricá - RJ",-22.907631319525,-42.935403360752
0.0,,99.0,0.0,2.0,,0.0,1.0,2644949265,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,600000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itaipuacu-marica-rj-99m2-id-2644949265/,casas,"Rua A, 410 - Itaipuaçú, Maricá - RJ",-22.970548952534,-43.015020914894
0.0,2.0,83.0,1.0,2.0,,0.0,0.0,2602117703,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,420000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-ar-condicionado-jardim-atlantico-leste-itaipuacu-marica-rj-83m2-id-2602117703/,coberturas,"Rua Nossa Senhora da Conceição, 456 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.962635994539,-42.988689599363
,,83.0,,2.0,,,,2518211968,,,,,,2.0,,,,,390000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-atlantico-oeste-marica-rj-83m2-id-2518211968/,casas,"Jardim Atlântico Oeste, Maricá - RJ",-22.96347,-42.97024
0.0,,75.0,1.0,2.0,,0.0,0.0,2588168295,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,300000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-sao-jose-de-imbassai-marica-rj-75m2-id-2588168295/,casas,"São José de Imbassai, Maricá - RJ",-22.93134,-42.87991
0.0,,370.0,1.0,4.0,,0.0,0.0,2559807414,1000.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,600000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-itaocaia-valley-marica-rj-370m2-id-2559807414/,casas,"Rua Guarujá - Itaocaia Valley, Maricá - RJ",-22.924231077221,-42.956918397725
,,31000.0,,,,,,2552984483,,,,,,,,,,,3000000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ponta-negra-marica-rj-31000m2-id-2552984483/,terrenos_lotes_e_condominios,"Ponta Negra, Maricá - RJ",-22.95354,-42.69533
,,,,,,,,2622766457,,,,,,,,,,,15000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-id-2622766457/,terrenos_lotes_e_condominios,"Rua Trinta e Oito, SN - Inoã, Maricá - RJ",-22.904849068294,-42.916955333807
,,134.0,,2.0,,,,2604828887,,,,,,3.0,,,,2.0,650000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-itaipuacu-marica-rj-134m2-id-2604828887/,casas,"Rua Setenta e Quatro - Itaipuaçú, Maricá - RJ",-22.955952418895,-42.767545672619
,,150.0,,2.0,,,,2623330176,,,,,,2.0,,,,4.0,320000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-balneario-bambui-marica-rj-150m2-id-2623330176/,casas,"Balneario Bambui, Maricá - RJ",-22.929475559611,-42.753204594829
,,240.0,,3.0,,,,2628925399,70.0,,,,,3.0,,,,1.0,550000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-praia-de-itaipuacu-itaipuacu-marica-rj-240m2-id-2628925399/,casas,"Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.96667,-43.01667
0.0,,79.0,1.0,2.0,,0.0,0.0,2644976184,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,425000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-atlantico-leste-itaipuacu-marica-rj-79m2-id-2644976184/,casas,"Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96694,-42.92304
0.0,,70.0,1.0,1.0,,0.0,0.0,2642403355,226.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,240000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-com-cozinha-parque-nanci-marica-rj-70m2-id-2642403355/,casas,"Rua Beija-Flor, 198 - Parque Nanci, Maricá - RJ",-22.920724597054,-42.850945209449
0.0,,120.0,1.0,3.0,,0.0,0.0,2630852962,91.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,580000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-cozinha-inoa-marica-rj-120m2-id-2630852962/,casas,"Rua dos Cafeeiros, 89 - Inoã, Maricá - RJ",-22.904712629788,-42.931444439746
0.0,,91.0,1.0,3.0,,0.0,0.0,2646574572,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,490000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-barroco-marica-rj-91m2-id-2646574572/,casas,"Rua Vinte e Três - Barroco, Maricá - RJ",-22.953520001822,-42.986699986731
,,1000.0,,,,,,2630545325,,,,,,,,,,,115000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-praia-de-itaipuacu-itaipuacu-marica-rj-1000m2-id-2630545325/,terrenos_lotes_e_condominios,"Rua Dezessete de Novembro - Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.960609885342,-42.995033272976
0.0,,149.0,1.0,1.0,,0.0,0.0,90754191,676.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,340000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-sao-bento-da-lagoa-marica-rj-149m2-id-90754191/,casas,"Rua Nossa Senhora das Mercês, 1385 - São Bento da Lagoa, Maricá - RJ",-22.966037033763,-42.995883472035
0.0,,62.0,1.0,1.0,,0.0,0.0,2490196929,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,235000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-cordeirinho-marica-rj-62m2-id-2490196929/,apartamentos,"Cordeirinho, Maricá - RJ",-22.95548,-42.74577
,,116.0,,2.0,,,,2645318570,,,,,,3.0,,,,2.0,510000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-barroco-marica-rj-116m2-id-2645318570/,casas,"Rua Projetada Projetada Seis, 65 - Barroco, Maricá - RJ",-22.95976,-42.98378
0.0,,10.0,1.0,2.0,,0.0,0.0,2645301990,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,450000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-sao-jose-de-imbassai-marica-rj-10m2-id-2645301990/,casas,"São José de Imbassai, Maricá - RJ",-22.93134,-42.87991
,,149.0,,2.0,,,,2551602994,710.0,,,,,3.0,,,,5.0,530000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-guaratiba-marica-rj-149m2-id-2551602994/,casas,"Rua Cinquenta e Sete - Guaratiba, Maricá - RJ",-22.958070673735,-42.778647400131
0.0,,90.0,1.0,2.0,250.0,0.0,0.0,2645819566,230.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,240000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-rincao-mimoso-itaipuacu-marica-rj-90m2-id-2645819566/,casas,"Estrada Dezoito, 100 - Rincao Mimoso Itaipuacu, Maricá - RJ",-22.942835255206,-42.97495181868
,,120.0,,3.0,550.0,,,2648552384,173.0,,,,,3.0,,,,,680000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-ubatiba-marica-rj-120m2-id-2648552384/,casas,"Rodovia Vereador Oldemar Guedes Figueiredo - Ubatiba, Maricá - RJ",-22.901282246448,-42.800378448923
,,345.0,,4.0,,,,53319003,300.0,,,,,5.0,,,,6.0,649000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-recanto-de-itaipuacu-marica-rj-345m2-id-53319003/,casas,"Rua Adylles Carvalho Manhães, 13 - Recanto De Itaipuacu, Maricá - RJ",-22.968608078113,-43.01230264498
,,73.0,,2.0,,,,2569791924,,,,,,2.0,,,,1.0,380000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-varanda-jardim-atlantico-oeste-marica-rj-73m2-id-2569791924/,casas,"Rua Verdes Mares - Jardim Atlântico Oeste, Maricá - RJ",-22.962560079305,-42.97116503387
0.0,,250.0,1.0,2.0,400.0,0.0,0.0,2588165584,,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,600000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-flamengo-marica-rj-250m2-id-2588165584/,casas_de_condominio,"Flamengo, Maricá - RJ",-22.90536,-42.80342
,,86.0,,1.0,,,,2633047793,,,,,,2.0,,,,2.0,500000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-barroco-marica-rj-86m2-id-2633047793/,casas,"Rua das Avencas, 21 - Barroco, Maricá - RJ",-22.954473742654,-42.983395595116
,,507.0,,,,,,2597988074,,,,,,,,,,,150000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-leste-itaipuacu-marica-rj-507m2-id-2597988074/,terrenos_lotes_e_condominios,"Rua Trinta e Dois - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.959359988086,-42.932994866433
0.0,,279.0,1.0,3.0,,0.0,0.0,2588012425,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,1080000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-jardim-atlantico-leste-itaipuacu-marica-rj-279m2-id-2588012425/,casas,"Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96694,-42.92304
,,160.0,,2.0,550.0,,,2568410512,,,,,,3.0,,,,2.0,850000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-inoa-marica-rj-160m2-id-2568410512/,casas,"Inoã, Maricá - RJ",-22.91365,-42.92992
,,240.0,,2.0,,,,2555275149,,,,,,2.0,,,,1.0,320000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-itaipuacu-marica-rj-240m2-id-2555275149/,casas,"Itaipuaçú, Maricá - RJ",-22.93307,-42.95436
0.0,,180.0,1.0,3.0,600.0,0.0,0.0,2576799632,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1200000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-inoa-marica-rj-180m2-id-2576799632/,casas_de_condominio,"Rodovia Ernani do Amaral Peixoto - Inoã, Maricá - RJ",-22.935670776907,-42.908172266608
0.0,,360.0,0.0,,,0.0,0.0,2529537784,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,100000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-acesso-24-horas-itapeba-marica-rj-360m2-id-2529537784/,terrenos_lotes_e_condominios,"Itapeba, Maricá - RJ",-22.91001,-42.83938
,,524.0,,,500.0,,,2641304885,,,,,,,,,,,185000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-flamengo-marica-rj-524m2-id-2641304885/,terrenos_lotes_e_condominios,"Flamengo, Maricá - RJ",-22.90536,-42.80342
,,78.0,,1.0,,,,2644948722,,,,,,3.0,,,,1.0,350000.0,,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-ponta-negra-marica-rj-78m2-id-2644948722/,apartamentos,"Rua do Canal, 15 - Ponta Negra, Maricá - RJ",-22.954549991039,-42.694729968298
0.0,,60.0,1.0,1.0,,0.0,0.0,2545452813,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,230000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-barroco-marica-rj-60m2-id-2545452813/,apartamentos,"Barroco, Maricá - RJ",-22.95976,-42.98378
