academia,andar,area,area_servico,banheiro,condominio,elevador,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,vaga,valor,varanda_gourmet,url,tipo,endereco,latitude,longitude
0.0,,117.0,1.0,1.0,335.0,0.0,1.0,2606300666,,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,590000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-itapeba-marica-rj-117m2-id-2606300666/,casas_de_condominio,"Rodovia Ernani do Amaral Peixoto, 28 - Itapeba, Maricá - RJ",-22.920889767147,-42.856826364353
0.0,,109.0,1.0,2.0,,0.0,0.0,2643783886,96.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,550000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itaipuacu-marica-rj-109m2-id-2643783886/,casas,"Rua Walter Muniz dos Santos, 34 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
,,122.0,,2.0,,,,2610612685,,,,,,2.0,,,,2.0,525000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-atlantico-leste-itaipuacu-marica-rj-122m2-id-2610612685/,casas,"Avenida Doutor Antônio Marques Mathias - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96973001583,-42.938354971324
0.0,,140.0,1.0,1.0,,0.0,0.0,2587398018,450.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,460000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-ar-condicionado-praia-de-itaipuacu-itaipuacu-marica-rj-140m2-id-2587398018/,casas,"Rua Nossa Senhora de Lourdes, 816 - Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.966055012292,-42.994145002679
0.0,,306.0,1.0,4.0,,0.0,0.0,2630852963,800.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,737000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-guaratiba-marica-rj-306m2-id-2630852963/,casas,"Rua Quarenta e Dois, 16 - Guaratiba, Maricá - RJ",-22.957649996019,-42.782899962171
0.0,,187.0,1.0,5.0,,0.0,0.0,2643783797,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,700000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-cozinha-jardim-atlantico-leste-itaipuacu-marica-rj-187m2-id-2643783797/,casas,"Rua dos Professores, 32 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96667,-43.01667
,,90.0,,3.0,,,,2552970709,,,,,,2.0,,,,2.0,390000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-atlantico-leste-itaipuacu-marica-rj-90m2-id-2552970709/,casas,"Avenida Itaipuaçu - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96694,-42.92304
,,1200.0,,,,,,2615969552,,,,,,,,,,,399000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-itaipuacu-marica-rj-1200m2-id-2615969552/,terrenos_e_lotes_comerciais,"Estrada Oscar Vieira da Costa Júnior, SN - Itaipuaçú, Maricá - RJ",-22.940332485634,-42.932359119058
,,1600.0,,,,,,2631683753,,,,,,,,,,,160000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itaocaia-valley-marica-rj-1600m2-id-2631683753/,terrenos_lotes_e_condominios,"Rua Paraibuna, SN - Itaocaia Valley, Maricá - RJ",-22.922716136422,-42.965472277325
0.0,,69.0,1.0,2.0,,0.0,0.0,2576871365,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,395000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-rincao-mimoso-itaipuacu-marica-rj-69m2-id-2576871365/,casas,"Rincao Mimoso Itaipuacu, Maricá - RJ",-22.94755,-42.97539
,,240.0,,,200.0,,,2580409762,60.0,,,,,,,,,,85000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ubatiba-marica-rj-240m2-id-2580409762/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo, 11 - Ubatiba, Maricá - RJ",-22.902724200434,-42.801235802128
0.0,,110.0,1.0,2.0,300.0,0.0,0.0,2637505191,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,370000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-com-churrasqueira-retiro-marica-rj-110m2-id-2637505191/,casas_de_condominio,"Estrada da Cova da Onça, 1801 - Retiro, Maricá - RJ",-22.898666799071,-42.856259105967
0.0,,284.0,1.0,4.0,,0.0,0.0,2643783887,1630.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,850000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-sao-jose-de-imbassai-marica-rj-284m2-id-2643783887/,casas,"Rua Um, 360 - São José de Imbassai, Maricá - RJ",-22.92772764337,-42.893197980012
0.0,,240.0,1.0,1.0,,0.0,0.0,2620751160,150.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,360000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-itaipuacu-marica-rj-240m2-id-2620751160/,casas,"Rua Professor Cardoso de Menezes - Itaipuaçú, Maricá - RJ",-22.962075706946,-42.962548348662
0.0,,106.0,1.0,3.0,396.0,0.0,0.0,2643783495,190.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,474000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-sao-jose-de-imbassai-marica-rj-106m2-id-2643783495/,casas_de_condominio,"Rua A, 190 - São José de Imbassai, Maricá - RJ",-22.942867219682,-42.892176429833
,,450.0,,,,,,2572212977,180.0,,,,,,,,,,110000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itapeba-marica-rj-450m2-id-2572212977/,terrenos_lotes_e_condominios,"Rua Maria Gomes de Oliveira, 265 - Itapeba, Maricá - RJ",-22.91001,-42.83938
0.0,,150.0,1.0,2.0,70.0,0.0,0.0,2630846735,100.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,280000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-santa-paula-inoa-marica-rj-150m2-id-2630846735/,casas,"Estrada Monte Líbano - Santa Paula Inoa, Maricá - RJ",-22.888765001152,-42.920729966332
0.0,,72.0,1.0,2.0,,0.0,0.0,2627155763,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,390000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-jardim-atlantico-central-marica-rj-72m2-id-2627155763/,casas,"Rua Sargento Waldir Silva, 276 - Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
0.0,,270.0,1.0,3.0,,0.0,0.0,2568629464,187.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,675000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-itapeba-marica-rj-270m2-id-2568629464/,casas_de_condominio,"Estrada do Camburi, 20 - Itapeba, Maricá - RJ",-22.893545886909,-42.84979598242
,,363.0,,,,,,2621770994,,,,,,,,,,,85000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-spar-inoa-marica-rj-363m2-id-2621770994/,terrenos_lotes_e_condominios,"Estrada Monte Líbano, SN - Spar Inoa, Maricá - RJ",-22.895169641337,-42.938844106284
0.0,1.0,70.0,1.0,2.0,50.0,0.0,0.0,2648739557,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,330000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-barroco-marica-rj-70m2-id-2648739557/,apartamentos,"Rua Silvana da Costa, 9 - Barroco, Maricá - RJ",-22.961290005111,-42.984539970283
,,450.0,,,,,,2612011490,500.0,,,,,,,,,,180000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-morada-das-aguias-itaipuacu-marica-rj-450m2-id-2612011490/,terrenos_lotes_e_condominios,"Morada das Aguias Itaipuacu, Maricá - RJ",-22.94804,-42.99168
0.0,,68.0,1.0,2.0,,0.0,0.0,2568630505,500.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,355000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-manu-manuela-marica-rj-68m2-id-2568630505/,casas,"Rua Sete, 163 - Manu Manuela, Maricá - RJ",-22.924380001111,-42.882679981591
0.0,,152.0,0.0,4.0,1.0,0.0,1.0,2645173271,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,949460.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-ubatiba-marica-rj-152m2-id-2645173271/,casas_de_condominio,"Rodovia Vereador Oldemar Guedes Figueiredo, 100 - Ubatiba, Maricá - RJ",-22.902057680694,-42.800732930912
,,158.0,,3.0,,,,2577296272,1000.0,,,,,3.0,,,,5.0,700000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-marica-rj-158m2-id-2577296272/,casas,"Jardim Atlântico, Maricá - RJ",-22.9595,-42.95363
,,3000.0,,,,,,2649018972,600.0,,,,,,,,,,350000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-chacaras-de-inoa-marica-rj-3000m2-id-2649018972/,terrenos_lotes_e_condominios,"Chácaras De Inoã, Maricá - RJ",-22.92891,-42.94632
0.0,,140.0,1.0,1.0,,0.0,0.0,2649290055,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,498000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-atlantico-central-marica-rj-140m2-id-2649290055/,casas,"Rua Walter Muniz dos Santos, 8 - Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
0.0,,190.0,1.0,2.0,545.0,0.0,0.0,2588385219,103.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,900000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-inoa-marica-rj-190m2-id-2588385219/,casas_de_condominio,"Inoã, Maricá - RJ",-22.91365,-42.92992
0.0,,240.0,1.0,1.0,,0.0,0.0,2616488474,200.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,360000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-com-piscina-guaratiba-marica-rj-240m2-id-2616488474/,casas,"Rua Dois, 1 - Guaratiba, Maricá - RJ",-22.953620018882,-42.794289962758
0.0,,120.0,1.0,2.0,,0.0,0.0,2643783803,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,424000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-mobiliado-jardim-atlantico-central-marica-rj-120m2-id-2643783803/,casas,"Rua Cinco, 2 - Jardim Atlântico Central, Maricá - RJ",-22.940054812366,-42.947542290024
0.0,,150.0,0.0,1.0,580.0,0.0,0.0,2636103432,415.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,850000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-inoa-marica-rj-150m2-id-2636103432/,casas_de_condominio,"Rua das Acácias - Inoã, Maricá - RJ",-22.920120961848,-42.929420204623
,,1154.0,,,,,,2648627731,690.0,,,,,,,,,,265000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-oeste-marica-rj-1154m2-id-2648627731/,terrenos_lotes_e_condominios,"Rua Luiz Moraes da Silva - Jardim Atlântico Oeste, Maricá - RJ",-22.95092208429,-42.963767554522
1.0,,220.0,0.0,5.0,650.0,0.0,1.0,2630469860,1200.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,850000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-ponta-grossa-marica-rj-220m2-id-2630469860/,casas_de_condominio,"Rua Irineu Ferreira Pinto, 374 - Ponta Grossa, Maricá - RJ",-22.923889995051,-42.855329999167
,,200.0,,3.0,,,,2600619790,,,,,,4.0,,,,2.0,450000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-inoa-marica-rj-200m2-id-2600619790/,casas,"Rua dos Cafeeiros - Inoã, Maricá - RJ",-22.90425999691,-42.932209988559
0.0,,99.0,1.0,2.0,,0.0,0.0,2561685455,98.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,570000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-jardim-atlantico-oeste-marica-rj-99m2-id-2561685455/,casas,"Rua Verdes Mares, 32 - Jardim Atlântico Oeste, Maricá - RJ",-22.961108544211,-42.971232222864
0.0,,132.0,0.0,3.0,1.0,0.0,1.0,2635753886,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,649090.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-atlantico-oeste-marica-rj-132m2-id-2635753886/,casas,"Rua João Pressel, 100 - Jardim Atlântico Oeste, Maricá - RJ",-22.96347,-42.97024
0.0,1.0,99.0,0.0,2.0,,0.0,1.0,2596848373,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,550000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itaipuacu-marica-rj-99m2-id-2596848373/,casas,"Rua Sete, 1 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
0.0,,276.0,1.0,3.0,,0.0,0.0,2587425034,1377.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,430000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-itaupuacu-marica-rj-276m2-id-2587425034/,casas,"Rua Getúlio Vargas, 142 - Itaupuaçu, Maricá - RJ",-22.957944374519,-42.96316365425
1.0,,360.0,0.0,,,0.0,1.0,2641801900,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,125000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-ubatiba-marica-rj-360m2-id-2641801900/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo, 2560 - Ubatiba, Maricá - RJ",-22.901282246448,-42.800378448923
,,360.0,,,,,,2607999521,,,,,,,,,,,80000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-interlagos-marica-rj-360m2-id-2607999521/,terrenos_lotes_e_condominios,"Rua Dona Julieta, 20 - Jardim Interlagos, Maricá - RJ",-22.954200895386,-42.788469051313
0.0,,86.0,1.0,2.0,,0.0,0.0,2643782847,150.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,470000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-atlantico-oeste-marica-rj-86m2-id-2643782847/,casas,"Rua João Goulart, 27 - Jardim Atlântico Oeste, Maricá - RJ",-22.96347,-42.97024
0.0,,90.0,1.0,2.0,,0.0,0.0,2615510334,500.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,410000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-jardim-atlantico-leste-itaipuacu-marica-rj-90m2-id-2615510334/,casas,"Rua Albertino Pereira do Vale, 12 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.955005594736,-42.932658029647
0.0,,360.0,1.0,3.0,,0.0,0.0,2554421407,90.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,750000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-piscina-itaipuacu-marica-rj-360m2-id-2554421407/,casas,"Avenida Doutor Antônio Marques Mathias, 76 - Itaipuaçú, Maricá - RJ",-22.967397316612,-42.993312253697
0.0,,103.0,0.0,2.0,,0.0,0.0,2643782862,540.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,340000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-fazenda-sitio-chacara-2-quartos-com-piscina-pindobal-marica-rj-103m2-id-2643782862/,fazendas_sitios_e_chacaras,"Rua Um, 1 - Pindobal, Maricá - RJ",-22.918606006814,-42.754940951609
1.0,1.0,106.0,0.0,2.0,,0.0,1.0,2591305817,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,590000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itaipuacu-marica-rj-106m2-id-2591305817/,casas,"Rua Francilma Caramuru de Souza, 1 - Itaipuaçú, Maricá - RJ",-22.962930008286,-43.004029990641
0.0,1.0,170.0,0.0,2.0,,0.0,0.0,2636046563,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1490000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-cajueiro-marica-rj-170m2-id-2636046563/,casas,"Estrada Oscar Vieira da Costa Júnior, 1 - Cajueiro, Maricá - RJ",-22.940529965192,-42.932364141791
,,480.0,,,,,,2644459266,109.0,,,,,,,,,,165000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-praia-de-itaipuacu-itaipuacu-marica-rj-480m2-id-2644459266/,terrenos_lotes_e_condominios,"Rua Nossa Senhora das Graças, 100 - Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.959416961188,-42.999494404604
0.0,,240.0,1.0,4.0,,0.0,0.0,2643782983,131.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,650000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-barroco-marica-rj-240m2-id-2643782983/,casas,"Rua Trinta e Um, 15 - Barroco, Maricá - RJ",-22.965449985566,-42.987199967255
0.0,,100.0,1.0,2.0,,0.0,0.0,2643782880,400.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,530000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-atlantico-leste-itaipuacu-marica-rj-100m2-id-2643782880/,casas,"Rua dos Professores, 1 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96667,-43.01667
,,114.0,,2.0,,,,2641515255,,,,,,3.0,,,,2.0,550000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-barroco-marica-rj-114m2-id-2641515255/,casas,"Rua das Perpétuas - Barroco, Maricá - RJ",-22.958087340759,-42.99061185555
,2.0,83.0,,2.0,,,,2643781486,,,,,,3.0,,,,1.0,390000.0,,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-ar-condicionado-jardim-atlantico-leste-itaipuacu-marica-rj-83m2-id-2643781486/,coberturas,"Rua Nossa Senhora da Conceição, 456 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.962635994539,-42.988689599363
,,360.0,,,390.0,,,2644458190,150.0,,,,,,,,,,150000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-pindobas-marica-rj-360m2-id-2644458190/,terrenos_lotes_e_condominios,"Rua A, 190 - Pindobas, Maricá - RJ",-22.91246898599,-42.839163202057
,,360.0,,,250.0,,,2635295928,30.0,,,,,,,,,,98000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cajueiro-marica-rj-360m2-id-2635295928/,terrenos_lotes_e_condominios,"Rua Circular, 100 - Cajueiro, Maricá - RJ",-22.949033485735,-42.944570811279
0.0,,60.0,1.0,1.0,,0.0,0.0,2649003901,200.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,260000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-itaipuacu-marica-rj-60m2-id-2649003901/,casas,"Rua Professor Cardoso de Menezes, 1 - Itaipuaçú, Maricá - RJ",-22.951823385439,-42.962292958066
,,450.0,,,300.0,,,2643784463,35.0,,,,,,,,,,115000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-retiro-marica-rj-450m2-id-2643784463/,terrenos_lotes_e_condominios,"Estrada da Cova da Onça, 1801 - Retiro, Maricá - RJ",-22.898666799071,-42.856259105967
0.0,2.0,83.0,1.0,2.0,,0.0,0.0,2643783902,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,390000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-ar-condicionado-jardim-atlantico-leste-itaipuacu-marica-rj-83m2-id-2643783902/,coberturas,"Rua Nossa Senhora da Conceição, 456 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.962635994539,-42.988689599363
,,85.0,,3.0,1.0,,,2647308322,1.0,,,,,2.0,,,,1.0,319120.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-barroco-marica-rj-85m2-id-2647308322/,casas,"Rua Vinte e Três, 100 - Barroco, Maricá - RJ",-22.951390866003,-42.98391569182
0.0,,480.0,0.0,3.0,,0.0,0.0,2646745754,146.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,780000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-jardim-atlantico-central-marica-rj-480m2-id-2646745754/,casas,"Rua Cinquenta, 910 - Jardim Atlântico Central, Maricá - RJ",-22.957889793557,-42.955834870935
0.0,,120.0,1.0,2.0,,0.0,0.0,2594836981,600.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,470000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-itaupuacu-marica-rj-120m2-id-2594836981/,casas,"Rua A, 110 - Itaupuaçu, Maricá - RJ",-22.972009402027,-43.015026744405
0.0,,200.0,1.0,5.0,,0.0,0.0,2649093879,1200.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,700000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-guaratiba-marica-rj-200m2-id-2649093879/,casas,"Rua Quarenta e Dois, 20 - Guaratiba, Maricá - RJ",-22.956864833228,-42.782949071777
,,200.0,,3.0,,,,2649017184,,,,,,2.0,,,,2.0,390000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-itaipuacu-marica-rj-200m2-id-2649017184/,casas,"Itaipuaçú, Maricá - RJ",-22.93307,-42.95436
0.0,1.0,91.0,0.0,2.0,,0.0,1.0,2609707455,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,495000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-itaipuacu-marica-rj-91m2-id-2609707455/,casas,"Rua Georgilei Rodrigues, 1 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
,,185.0,,4.0,395.0,,,2609576779,,,,,,4.0,,,,3.0,1100000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-inoa-marica-rj-185m2-id-2609576779/,casas,"Inoã, Maricá - RJ",-22.91365,-42.92992
1.0,,96.0,1.0,2.0,370.0,0.0,0.0,2635543863,700.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,450000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-com-piscina-cajueiro-marica-rj-96m2-id-2635543863/,casas_de_condominio,"Estrada Oscar Vieira da Costa Júnior, 4 - Cajueiro, Maricá - RJ",-22.947345525821,-42.937746444712
,,115.0,,3.0,,,,2637123984,,,,,,2.0,,,,,495000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-atlantico-central-marica-rj-115m2-id-2637123984/,casas,"Avenida Benvindo Taques Horta Júnior, 1 - Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
0.0,,100.0,0.0,3.0,,0.0,0.0,2644948411,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,545000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-atlantico-central-marica-rj-100m2-id-2644948411/,casas,"Rua da Paz, 15 - Jardim Atlântico Central, Maricá - RJ",-22.958289996236,-42.961129985266
1.0,,545.0,0.0,,,0.0,0.0,2568628463,,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,,180000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-ubatiba-marica-rj-545m2-id-2568628463/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo, 120 - Ubatiba, Maricá - RJ",-22.901899564739,-42.800646448206
,,10400.0,,,,,,2612999799,97.0,,,,,,,,,,480000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-bananal-ponta-negra-marica-rj-10400m2-id-2612999799/,terrenos_lotes_e_condominios,"Rua Guarapina, lote 14,15, 16 - Bananal Ponta Negra, Maricá - RJ",-22.926498438106,-42.722361055762
,,118.0,,3.0,,,,2552715194,1200.0,,,,,4.0,,,,5.0,575000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-jardim-atlantico-leste-itaipuacu-marica-rj-118m2-id-2552715194/,casas,"Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96694,-42.92304
1.0,,240.0,0.0,4.0,278.0,0.0,1.0,2566168888,,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,680000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-com-piscina-pindobas-marica-rj-240m2-id-2566168888/,sobrados,"Estrada Henfil, 2206 - Pindobas, Maricá - RJ",-22.89473,-42.83096
,,300.0,,3.0,,,,2537638894,680.0,,,,,5.0,,,,2.0,650000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-cozinha-jardim-atlantico-oeste-marica-rj-300m2-id-2537638894/,casas,"Rua Humberto Novelli - Jardim Atlântico Oeste, Maricá - RJ",-22.96347,-42.97024
0.0,,271.0,0.0,5.0,660.0,0.0,1.0,2643136172,101.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,1550000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-inoa-marica-rj-271m2-id-2643136172/,casas,"Inoã, Maricá - RJ",-22.91365,-42.92992
0.0,2.0,80.0,0.0,3.0,,0.0,0.0,2635383490,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,390000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-atlantico-central-marica-rj-80m2-id-2635383490/,casas,"Avenida Jardel Filho, 1 - Jardim Atlântico Central, Maricá - RJ",-22.956610011382,-42.952359999973
,,450.0,,,183.0,,,2558665265,24.0,,,,,,,,,,105000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ubatiba-marica-rj-450m2-id-2558665265/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo - Ubatiba, Maricá - RJ",-22.901282246448,-42.800378448923
