"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
0,NA,50,0,2,NA,1,1,2642568220,NA,1,0,0,1,2,1,0,0,1,342990,0,"Rua Edson Teixeira da Silva, 0 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-50m2-id-2642568220/",-5.890160631822,-35.176878103989
0,5,59,0,2,545,1,0,2632702737,129,1,1,0,0,2,0,0,0,1,190000,0,"Rua Orlando de Lima - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-59m2-id-2632702737/",-5.879913626731,-35.194530922431
NA,NA,106,NA,2,500,NA,NA,2619540007,1343,NA,NA,NA,NA,3,NA,NA,NA,1,255000,NA,"Avenida Antônio Basílio, 1615 - Lagoa Nova, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-lagoa-nova-natal-rn-106m2-id-2619540007/",-5.809650018723,-35.221210017438
0,2,84,1,3,1300,1,0,2573344413,NA,1,0,0,0,3,1,0,0,2,360000,0,"Rua José Mauro de Vasconcelos, 1950 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-capim-macio-natal-rn-84m2-id-2573344413/",-5.867754721073,-35.191706708216
0,NA,65,0,1,380,0,0,2649376565,800,1,1,0,0,2,1,0,0,NA,175000,0,"Rua Professor Boanerges Soares, 155 - Pitimbu, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-pitimbu-natal-rn-65m2-id-2649376565/",-5.870460013799,-35.220910029123
0,NA,83,0,2,600,0,0,2641297408,NA,1,0,0,1,2,0,0,0,2,250000,0,"Rua Mandacaru, 240 - Lagoa Nova, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-lagoa-nova-natal-rn-83m2-id-2641297408/",-5.826772962932,-35.218670896133
0,NA,95,0,3,772,1,1,2615968474,1966,1,1,0,0,3,1,0,0,2,318000,0,"Rua Epitácio Andrade, 1350 - Barro Vermelho, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-barro-vermelho-natal-rn-95m2-id-2615968474/",-5.801239994262,-35.207550029833
0,3,47,1,1,275,0,0,2636128339,74,0,0,0,1,2,0,0,0,1,110000,0,"Pitimbu, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-pitimbu-natal-rn-47m2-id-2636128339/",-5.8528,-35.24264
1,3,55,1,2,500,1,1,2642726355,1200,1,0,1,0,2,1,0,0,1,270000,0,"Rua Trairi, 765 - Petrópolis, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-petropolis-natal-rn-55m2-id-2642726355/",-5.786879992013,-35.19521002434
0,NA,68,0,2,560,1,0,2638534054,NA,0,0,1,0,2,1,0,0,1,199999,0,"Praça André de Albuquerque, 580 - Cidade Alta, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-cidade-alta-natal-rn-68m2-id-2638534054/",-5.784817976379,-35.209257083264
NA,NA,47,NA,1,290,NA,NA,2651923321,260,NA,NA,NA,NA,2,NA,NA,NA,1,110000,NA,"Rua Getúlio Lopes de Araújo, 353 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-ponta-negra-natal-rn-47m2-id-2651923321/",-5.880470017847,-35.196070007605
0,3,80,1,3,900,1,0,2648488455,195,1,0,0,0,3,1,0,0,2,310000,0,"Rua Nélio Tavares, 2000 - Nova Descoberta, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-nova-descoberta-natal-rn-80m2-id-2648488455/",-5.823080006904,-35.201099987701
1,NA,53,0,2,NA,1,1,2643903410,NA,1,1,1,1,2,1,0,0,1,350000,0,"Avenida Deputado Antônio Florêncio de Queiroz, 01 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-53m2-id-2643903410/",-5.878130987452,-35.177232420157
