"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","foto_imovel","latitude","longitude"
0,3,55,0,2,NA,1,0,2562058752,NA,1,0,1,0,2,0,0,0,1,3300,0,"Avenida Estrela do Mar, 2155 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-55m2-id-2562058752/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3b316a906d9068096b6eccb44160a27b/apartamento-com-2-quartos-para-alugar-55m-no-ponta-negra-natal.jpg",-5.878859979975,-35.177520017688
0,NA,55,1,2,NA,0,0,2671517210,NA,1,0,0,0,2,1,0,0,1,2300,0,"Rua Professor Moura Rabelo - Candelária, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-candelaria-natal-rn-55m2-id-2671517210/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d70015048691f5da9e4ca4a3ced921aa/apartamento-com-2-quartos-para-alugar-55m-no-candelaria-natal.jpg",-5.835234918021,-35.214221143005
1,NA,40,0,1,NA,1,1,2472473678,NA,1,0,1,0,1,1,0,0,1,2400,0,"Avenida Governador Sílvio Pedroza, 228 - Areia Preta, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-areia-preta-natal-rn-40m2-id-2472473678/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/81fa2fd266fcf40d1205d20c434b230c/apartamento-com-1-quarto-para-alugar-40m-no-areia-preta-natal.jpg",-5.790763588563,-35.187941206558
1,14,50,0,1,NA,1,1,2570146808,NA,1,1,1,1,2,1,0,0,1,2500,0,"Avenida Deputado Antônio Florêncio de Queiroz, 270 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-50m2-id-2570146808/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9f0d82046a3d9e59ea23ef975448da2c/apartamento-com-2-quartos-para-alugar-50m-no-ponta-negra-natal.jpg",-5.87984181855,-35.178730570552
0,1,90,1,1,1,0,0,2670046616,1,0,0,0,0,3,0,0,0,2,2000,0,"Rua Professor Moura Rabelo, 3018 - Candelária, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-candelaria-natal-rn-90m2-id-2670046616/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/70e87257a477429a1877fb72e1820687/apartamento-com-3-quartos-para-alugar-90m-no-candelaria-natal.jpg",-5.835234918021,-35.214221143005
1,NA,55,0,1,NA,1,1,2652999960,NA,1,1,1,1,2,1,0,0,NA,2500,0,"Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-55m2-id-2652999960/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3449a0e7ca87b6f53f63d508269ec497/apartamento-com-2-quartos-para-venda-ou-aluguel-55m-no-ponta-negra-natal.jpg",-5.879922853992,-35.178719358135
0,3,56,0,1,350,1,1,2656386773,1600,0,1,0,0,2,0,0,0,1,2500,0,"Avenida das Conchas, 2213 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-56m2-id-2656386773/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/690cd1a0716a02f56e39b670f8d8d52c/apartamento-com-2-quartos-para-venda-ou-aluguel-56m-no-ponta-negra-natal.jpg",-5.881319313412,-35.17793763417
0,14,52,1,2,NA,0,0,2664450902,NA,0,0,0,0,2,0,0,0,1,2900,0,"Rua Doutor Osvaldo Fortes do Rego, 155 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-area-de-servico-ponta-negra-natal-rn-52m2-id-2664450902/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f326f49a8f618fe95714326beb5b3e4f/apartamento-com-2-quartos-para-alugar-52m-no-ponta-negra-natal.jpg",-5.88992652782,-35.180291884946
0,NA,82,1,2,NA,0,0,2665460156,NA,0,0,0,0,3,0,0,0,2,1500,0,"Tirol, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-interfone-tirol-natal-rn-82m2-id-2665460156/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f1f90ecd0e039b26f6b14d2c4bb6f9fe/apartamento-com-3-quartos-para-alugar-82m-no-tirol-natal.jpg",-5.80038,-35.20066
NA,NA,80,NA,1,NA,NA,NA,2669333117,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1000,NA,"Rua Rocha Pombo, 211 - Alecrim, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-alecrim-natal-rn-80m2-id-2669333117/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/fd4bfcc9558c0cfd49b3af97ba7d0837/apartamento-com-2-quartos-para-alugar-80m-no-alecrim-natal.jpg",-5.808210007757,-35.21602002681
1,20,56,0,2,NA,1,1,2619318243,NA,1,0,1,1,2,0,0,1,1,3300,1,"Rua Doutor Manoel Augusto Bezerra de Araújo, 1 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-56m2-id-2619318243/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/218427fd3d14f73e1853fc9e1f00dca7/apartamento-com-2-quartos-para-alugar-56m-no-ponta-negra-natal.jpg",-5.883559545442,-35.178969606443
0,NA,58,0,2,NA,1,0,2654948360,NA,1,0,0,0,2,0,0,0,1,2800,0,"Avenida Estrela do Mar, 2215 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-58m2-id-2654948360/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/0f993d510f7fc6acc840c359ced423df/apartamento-com-2-quartos-para-alugar-58m-no-ponta-negra-natal.jpg",-5.880570013952,-35.178870007013
1,15,101,1,2,787,1,1,2647131753,684,1,1,1,1,3,1,0,0,2,3200,1,"Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-ponta-negra-natal-rn-101m2-id-2647131753/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3a694c5b9312e02d1717cc9fd1b8658e/apartamento-com-3-quartos-para-alugar-101m-no-ponta-negra-natal.jpg",-5.879922853992,-35.178719358135
0,1,100,1,3,NA,1,0,2669402412,NA,1,0,1,1,3,1,0,0,2,3000,0,"Rua Abraham Tahim, 1464 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-capim-macio-natal-rn-100m2-id-2669402412/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f092fac2081cd4b3709a6ff18099d533/apartamento-com-3-quartos-para-alugar-100m-no-capim-macio-natal.jpg",-5.861459987174,-35.193340021741
NA,NA,48,NA,2,NA,NA,NA,2591351358,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1750,NA,"Rua Renato Guilherme Kaiser, 27 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-capim-macio-natal-rn-48m2-id-2591351358/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/e6a58c9e839a8811e44457174626edb2/apartamento-com-2-quartos-para-alugar-48m-no-capim-macio-natal.jpg",-5.870679996847,-35.188399979467
0,5,40,1,1,1,1,0,2558654300,1,1,0,1,0,1,0,0,0,1,2230,0,"Rua Praia de Camurupim, 2106 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-ponta-negra-natal-rn-40m2-id-2558654300/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/caa253dea2de93c55dec8eb3dca699eb/apartamento-com-1-quarto-para-alugar-40m-no-ponta-negra-natal.jpg",-5.871797049036,-35.182076410578
0,NA,80,0,3,430,1,0,2596111123,217,0,0,0,1,2,0,0,0,1,2500,0,"Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-capim-macio-natal-rn-80m2-id-2596111123/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/303042d6e222c89a7af7d1722d0147aa/apartamento-com-2-quartos-para-venda-ou-aluguel-80m-no-capim-macio-natal.jpg",-5.84776,-35.20002
NA,NA,50,NA,1,1,NA,NA,2670497393,1,NA,NA,NA,NA,2,NA,NA,NA,1,1800,NA,"Avenida dos Caiapós, 355 - Pitimbu, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-pitimbu-natal-rn-50m2-id-2670497393/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3f5dce0865c2ffba38a4647ce4ba33ff/apartamento-com-2-quartos-para-alugar-50m-no-pitimbu-natal.jpg",-5.873569486956,-35.228109865242
NA,NA,45,NA,1,228,NA,NA,2666384775,130,NA,NA,NA,NA,2,NA,NA,NA,1,1100,NA,"Avenida Poços de Caldas, 1875 - Neópolis, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-neopolis-natal-rn-45m2-id-2666384775/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/8171c1862a403b47728b280672b80b31/apartamento-com-2-quartos-para-alugar-45m-no-neopolis-natal.jpg",-5.876758211115,-35.207041861643
0,9,90,1,3,NA,1,1,2635570067,NA,1,1,1,1,3,1,0,0,2,4400,0,"Rua Ismael Pereira da Silva, 1540 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-capim-macio-natal-rn-90m2-id-2635570067/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/57d135ce8aac2849f80b4b3bdeb824f1/apartamento-com-3-quartos-para-alugar-90m-no-capim-macio-natal.jpg",-5.863651994753,-35.192084196446
1,NA,101,0,2,500,1,1,2627669806,3000,1,1,1,1,3,1,0,0,2,6000,0,"Avenida Deputado Antônio Florêncio de Queiroz, 3335 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ponta-negra-natal-rn-101m2-id-2627669806/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b24e3672dfcef3d229c4e0019c444a1b/apartamento-com-3-quartos-para-venda-ou-aluguel-101m-no-ponta-negra-natal.jpg",-5.879922853992,-35.178719358135
1,12,49,0,1,NA,1,1,2618081910,NA,1,1,1,1,2,1,0,0,1,2200,0,"Avenida Deputado Antônio Florêncio de Queiroz, 270 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-49m2-id-2618081910/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/0a015eb32347789ef67839deb06b7e4b/apartamento-com-2-quartos-para-alugar-49m-no-ponta-negra-natal.jpg",-5.87984181855,-35.178730570552
0,NA,55,0,2,NA,1,0,2666451906,NA,1,0,1,0,2,0,0,0,1,3300,0,"Rua Leonora Armstrong, 100 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-55m2-id-2666451906/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/55fa5bb9414b5b1167b939910d8bb101/apartamento-com-2-quartos-para-alugar-55m-no-ponta-negra-natal.jpg",-5.876780010702,-35.178029972677
1,NA,59,0,2,NA,1,1,2670664500,NA,1,1,1,1,2,1,0,0,1,3700,0,"Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-59m2-id-2670664500/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/972214a311d1656790ad5190293c0a87/apartamento-com-2-quartos-para-alugar-59m-no-ponta-negra-natal.jpg",-5.879922853992,-35.178719358135
0,5,60,0,2,680,0,0,2669828799,1,1,0,1,0,2,1,0,0,1,1800,0,"Rua Doutor Israel Nunes, 1724 - Tirol, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-tirol-natal-rn-60m2-id-2669828799/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9f10e8527487a3a76dac09e8e3062b15/apartamento-com-2-quartos-para-venda-ou-aluguel-60m-no-tirol-natal.jpg",-5.815959999252,-35.199269966781
1,4,57,1,2,NA,1,0,2671546608,NA,1,1,0,1,2,0,0,0,1,1950,0,"Candelária, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-candelaria-natal-rn-57m2-id-2671546608/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/dcf437ad2df1aff8a5624f6bb78d5688/apartamento-com-2-quartos-para-alugar-57m-no-candelaria-natal.jpg",-5.84491,-35.21734
0,2,45,0,1,NA,1,0,2573502244,NA,1,0,0,0,1,0,0,0,1,2000,1,"Rua Praia Cristo Redentor, 10 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-ponta-negra-natal-rn-45m2-id-2573502244/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/efa42641806ffff973db41a5aa34d0b2/apartamento-com-1-quarto-para-alugar-45m-no-ponta-negra-natal.jpg",-5.875159998366,-35.180220038248
0,1,55,0,1,NA,1,0,2564895270,NA,1,0,0,0,2,0,0,0,1,2500,0,"Rua Baía da Traição, 10 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-55m2-id-2564895270/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/745ff9bfc66f5a8f54ad793c4326b66a/apartamento-com-2-quartos-para-alugar-55m-no-ponta-negra-natal.jpg",-5.868983049661,-35.182336806552
1,NA,67,0,2,NA,0,1,2669854809,NA,1,1,0,1,2,0,0,0,2,2300,0,"Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-capim-macio-natal-rn-67m2-id-2669854809/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/63e19c312bf999b7457677b44110be6a/apartamento-com-2-quartos-para-alugar-67m-no-capim-macio-natal.jpg",-5.84776,-35.20002
1,12,56,0,2,300,1,1,2656821769,1200,1,1,0,1,2,1,0,0,NA,1600,0,"Rua Edson Teixeira da Silva, 270 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-56m2-id-2656821769/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6077a09c98e547dbac072f635e2630bc/apartamento-com-2-quartos-para-alugar-56m-no-ponta-negra-natal.jpg",-5.890160631822,-35.176878103989
0,14,58,1,2,NA,0,0,2670043533,NA,1,0,0,0,2,0,0,0,1,2200,0,"Tirol, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-tirol-natal-rn-58m2-id-2670043533/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b87a5ef315572efd52db3d14a9597b90/apartamento-com-2-quartos-para-alugar-58m-no-tirol-natal.jpg",-5.80038,-35.20066
0,4,65,0,2,NA,1,1,2653930762,NA,1,0,1,0,2,1,0,0,1,4200,1,"Rua Poeta Jorge Fernandes, 100 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-65m2-id-2653930762/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2b73a4a1b5f279ecc5ab54e6247b4e5f/apartamento-com-2-quartos-para-alugar-65m-no-ponta-negra-natal.jpg",-5.88426215715,-35.177696702108
0,NA,100,1,3,NA,1,1,2671611401,NA,0,0,1,0,3,1,0,0,2,3500,0,"Rua Abraham Tahim, 1464 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-capim-macio-natal-rn-100m2-id-2671611401/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/287a282a35dd08f3485e1279be1fb825/apartamento-com-3-quartos-para-alugar-100m-no-capim-macio-natal.jpg",-5.861459987174,-35.193340021741
0,7,56,1,2,500,1,0,2589793717,159,1,0,1,0,2,1,0,0,1,1100,0,"Rua Marize Bastier, 275 - Lagoa Nova, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-lagoa-nova-natal-rn-56m2-id-2589793717/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/bb3b03e227fe67378a2eddec48c427d1/apartamento-com-2-quartos-para-alugar-56m-no-lagoa-nova-natal.jpg",-5.820748588873,-35.206865833755
1,2,55,0,1,1,1,0,2574268516,1,1,0,1,0,2,1,0,0,1,2000,0,"Rua da Lagosta, 218 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-55m2-id-2574268516/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/4ea692c5b7618924ed876402368fee43/apartamento-com-2-quartos-para-alugar-55m-no-ponta-negra-natal.jpg",-5.887372566747,-35.174573105113
1,13,55,0,2,12,1,1,2651432400,12,1,1,1,1,2,1,0,0,NA,1550,0,"Rua Joaquim Eduardo de Farias, 1233 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-55m2-id-2651432400/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5f4c659bfed0e4b6039937604e287cdf/apartamento-com-2-quartos-para-venda-ou-aluguel-55m-no-ponta-negra-natal.jpg",-5.881250158427,-35.195484297985
0,15,56,0,2,NA,1,0,2589872535,NA,1,1,0,1,2,1,0,0,1,2100,1,"Rua Praia de Porto Mirim, 9073 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-56m2-id-2589872535/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c9e5c23258cd26df0ce780620c264654/apartamento-com-2-quartos-para-alugar-56m-no-ponta-negra-natal.jpg",-5.876386723014,-35.181514280854
0,NA,50,0,1,295,1,0,2657629666,223,1,1,0,0,2,0,0,0,1,1850,0,"Avenida Almirante Alexandrino de Alencar, 900 - Lagoa Nova, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-lagoa-nova-natal-rn-50m2-id-2657629666/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ae8365e2f2e9ec85aa3d9b37f81b05b0/apartamento-com-2-quartos-para-alugar-50m-no-lagoa-nova-natal.jpg",-5.797885342424,-35.213371177948
0,1,65,1,2,NA,0,0,2661915520,NA,0,0,1,0,2,1,0,0,1,1500,0,"Rua Humberto Monte, 1756 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-salao-de-festas-capim-macio-natal-rn-65m2-id-2661915520/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2949e1fda8def6d34984ad2eec0c298a/apartamento-com-2-quartos-para-alugar-65m-no-capim-macio-natal.jpg",-5.863965765516,-35.191321181468
NA,2,155,NA,2,600,NA,NA,2663463963,1850,NA,NA,NA,NA,3,NA,NA,NA,3,1800,NA,"Rua da Saudade, 1090 - Nova Descoberta, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-nova-descoberta-natal-rn-155m2-id-2663463963/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/e573ff29f1b13025511cf76728fb484e/apartamento-com-3-quartos-para-venda-ou-aluguel-155m-no-nova-descoberta-natal.jpg",-5.822499979205,-35.201719997079
NA,1,55,NA,1,NA,NA,NA,2663607107,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2200,NA,"Rua do Golfinho - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-ponta-negra-natal-rn-55m2-id-2663607107/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7de0b2271078038d0ebb5ce82396210a/apartamento-com-2-quartos-para-alugar-55m-no-ponta-negra-natal.jpg",-5.884633932243,-35.175629707157
0,NA,40,0,1,NA,1,0,2616590018,NA,1,1,0,0,1,0,1,0,1,3000,0,"Avenida das Conchas, 4848 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-ponta-negra-natal-rn-40m2-id-2616590018/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/543b3939dd10725dfed7da03f0c214e4/apartamento-com-1-quarto-para-alugar-40m-no-ponta-negra-natal.jpg",-5.88119663636,-35.177911289919
0,NA,40,0,1,NA,1,0,2653536315,NA,1,0,0,0,1,0,0,0,1,1850,0,"Rua Amaro Mesquita, 295 - Lagoa Nova, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-lagoa-nova-natal-rn-40m2-id-2653536315/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/81f592bf8eec15c8ef02f3bd827c28e0/apartamento-com-1-quarto-para-alugar-40m-no-lagoa-nova-natal.jpg",-5.813513754136,-35.204784281349
1,10,50,0,1,NA,1,1,2670279609,NA,1,1,1,1,2,1,0,0,1,1870,0,"Rua Edson Teixeira da Silva, 270 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-50m2-id-2670279609/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/e58c5b3b23f2f6e882c5467cad20f7c4/apartamento-com-2-quartos-para-alugar-50m-no-ponta-negra-natal.jpg",-5.890160631822,-35.176878103989
0,2,46,0,2,NA,1,0,2663123678,NA,0,0,0,0,2,1,0,0,1,1500,0,"Rua Renato Guilherme Kaiser - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-capim-macio-natal-rn-46m2-id-2663123678/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/51541096e2f5213379d7ee450adb5708/apartamento-com-2-quartos-para-alugar-46m-no-capim-macio-natal.jpg",-5.870529981735,-35.188710026065
1,9,97,1,3,650,1,1,2671545916,3000,1,0,0,0,4,1,0,0,2,3200,0,"Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-ponta-negra-natal-rn-97m2-id-2671545916/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6762a13d36c0edb4d4a63e967bddcf47/apartamento-com-4-quartos-para-alugar-97m-no-ponta-negra-natal.jpg",-5.88731,-35.19084
1,2,56,0,2,420,1,0,2655720797,195,1,1,1,0,1,1,0,0,2,1600,0,"Rua Antônio Madruga, 1959 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-capim-macio-natal-rn-56m2-id-2655720797/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a28ec18947333f01f4245d82b89acc36/apartamento-com-1-quarto-para-alugar-56m-no-capim-macio-natal.jpg",-5.863939982776,-35.200170015544
1,3,56,0,2,NA,1,1,2565941855,NA,1,0,1,0,1,0,0,0,1,3500,0,"Rua Doutor Manoel Augusto Bezerra de Araújo, 570 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-ponta-negra-natal-rn-56m2-id-2565941855/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ed22f4558aaa713d6e8f2a523a48e4b4/apartamento-com-1-quarto-para-alugar-56m-no-ponta-negra-natal.jpg",-5.879873959987,-35.175866525012
1,6,114,0,3,NA,1,1,2668337717,NA,1,1,1,1,4,1,0,0,2,3600,0,"Rua Lúcia Viveiros, 648 - Neópolis, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-neopolis-natal-rn-114m2-id-2668337717/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/8ff9712d994e4e565f001a718becd488/apartamento-com-4-quartos-para-alugar-114m-no-neopolis-natal.jpg",-5.863489123349,-35.215221181742
0,3,47,0,1,NA,0,0,2661048655,NA,1,0,0,0,2,0,0,0,1,1400,1,"Avenida dos Caiapós, 425 - Pitimbu, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-pitimbu-natal-rn-47m2-id-2661048655/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/dd50312dddde111a003e3fee0fff49ca/apartamento-com-2-quartos-para-alugar-47m-no-pitimbu-natal.jpg",-5.873552493056,-35.228148101517
0,1,50,0,1,NA,1,0,2644989682,NA,0,0,1,0,2,0,0,0,1,2300,1,"Avenida Engenheiro Roberto Freire, 4956 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-50m2-id-2644989682/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/031a545e7e0b0681cc550b1caab22408/apartamento-com-2-quartos-para-alugar-50m-no-ponta-negra-natal.jpg",-5.880101962741,-35.173376474376
1,NA,100,0,3,NA,1,0,2670538616,NA,1,1,1,0,3,1,0,0,2,2900,0,"Rua Abraham Tahim, 1 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-capim-macio-natal-rn-100m2-id-2670538616/","https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9dc98cbd847478a5b0cfadf50ee5dc08/apartamento-com-3-quartos-para-alugar-100m-no-capim-macio-natal.jpg",-5.860750502617,-35.192620790697
