"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
NA,NA,396,NA,NA,NA,NA,NA,2618767328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,"Rua Beira Rio, S/N - Santa Inês, Macapá - AP","terrenos_e_lotes_comerciais","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-santa-ines-macapa-ap-396m2-id-2618767328/",0.020429231859,-51.056508293444
NA,NA,202,NA,1,NA,NA,NA,2648796219,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,92000,NA,"Avenida da Fazendinha, 1 - Fazendinha, Macapá - AP","terrenos_e_lotes_comerciais","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-com-energia-eletrica-fazendinha-macapa-ap-202m2-id-2648796219/",-0.04629,-51.11138
NA,NA,625,NA,NA,NA,NA,NA,2618767324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,"Avenida das Oliveiras, 39 - Lagoa Azul, Macapá - AP","terrenos_e_lotes_comerciais","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-lagoa-azul-macapa-ap-625m2-id-2618767324/",0.000839204257,-51.067125380243
NA,NA,1,NA,NA,NA,NA,NA,2638083981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180000,NA,"Avenida Principal, s/n - Boné Azul, Macapá - AP","terrenos_e_lotes_comerciais","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-bone-azul-macapa-ap-1m2-id-2638083981/",0.081003853297,-51.070774126925
NA,2,300,NA,4,NA,NA,NA,2641572916,2,NA,NA,NA,NA,3,NA,NA,NA,NA,7e+05,NA,"Avenida Ernesto Pereira Colares, 230 - Novo Buritizal, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-novo-buritizal-macapa-ap-300m2-id-2641572916/",0.020747311225,-51.079708819564
0,2,189,0,2,300,0,1,2559974222,NA,0,1,1,1,3,1,0,0,NA,6e+05,1,"Rodovia Juscelino Kubitschek, 537 - Universidade, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-espaco-gourmet-universidade-macapa-ap-189m2-id-2559974222/",0.006181237574,-51.067983662799
NA,NA,250,NA,4,NA,NA,NA,2562964661,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,750000,NA,"Avenida Anhangüera, 1000 - Buritizal, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-buritizal-macapa-ap-250m2-id-2562964661/",0.021619524372,-51.076739616531
NA,2,200,NA,9,NA,NA,NA,2556122236,NA,NA,NA,NA,NA,9,NA,NA,NA,2,350000,NA,"Avenida Cabo Velho, 1475 - Congós, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-9-quartos-congos-macapa-ap-200m2-id-2556122236/",0.011621922627,-51.095143946258
0,NA,160,1,1,NA,0,0,2618761549,NA,0,0,0,0,2,0,0,0,1,170000,0,"Rua Cinco, 184 - Lagoa Azul, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-lagoa-azul-macapa-ap-160m2-id-2618761549/",0.019290838351,-51.075273573336
NA,NA,200,NA,2,NA,NA,NA,2626438784,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,8e+05,NA,"Avenida Professora Cora de Carvalho, 1151 - Central, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-central-macapa-ap-200m2-id-2626438784/",0.035560014674,-51.059270031312
