"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
1,5,56,0,2,NA,1,1,2608870092,NA,0,1,0,0,2,1,0,0,1,450000,0,"Rua Luiz Campos Teixeira, 874 - Poço, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-poco-maceio-al-56m2-id-2608870092/",-9.661683034389,-35.712022431749
NA,1,119,NA,3,900,NA,NA,2565796653,NA,NA,NA,NA,NA,3,NA,NA,NA,2,690000,NA,"Avenida Desembargador Valente de Lima, 74 - Mangabeiras, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mangabeiras-maceio-al-119m2-id-2565796653/",-9.643548918447,-35.7104335154
0,NA,98,1,3,650,0,0,2630047973,1184,0,0,0,0,3,0,0,0,2,750000,0,"Rua Walfrido Rocha, 115 - Jatiúca, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-sala-de-jantar-jatiuca-maceio-al-98m2-id-2630047973/",-9.648099997848,-35.710349975019
0,NA,50,0,1,200,0,1,2635398616,500,1,1,0,0,2,1,0,0,1,220000,0,"Rua Gilberto Vieira Leite, 100 - Tabuleiro do Martins, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-tabuleiro-do-martins-maceio-al-50m2-id-2635398616/",-9.597667309685,-35.768037787037
0,2,105,0,2,690,1,0,2526093608,1900,1,1,1,0,3,1,0,0,1,430000,0,"Rua Estudante Jader Izídio Malta de Araújo, 70 - Jatiúca, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-jatiuca-maceio-al-105m2-id-2526093608/",-9.648729981691,-35.712189970404
NA,NA,62,NA,2,85,NA,NA,2650189484,1,NA,NA,NA,NA,2,NA,NA,NA,1,184900,NA,"Rua Menestrel das Alagoas, 259 - Jacarecica, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jacarecica-maceio-al-62m2-id-2650189484/",-9.614384986746,-35.6883849882
0,NA,105,0,3,965,1,0,2611308923,NA,1,0,0,0,4,1,0,0,1,430000,0,"Rua Estudante Jader Izídio Malta de Araújo - Jatiúca, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-jatiuca-maceio-al-105m2-id-2611308923/",-9.64834,-35.70767
0,NA,51,0,2,324,0,0,2649823088,1000,1,1,1,1,2,1,0,0,1,220000,0,"Travessa Menino Marcelo, 19 - Antares, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-antares-maceio-al-51m2-id-2649823088/",-9.597132732203,-35.723367431131
1,9,78,0,1,NA,1,1,2578559357,NA,1,1,1,1,3,1,0,1,2,660000,0,"Rua José Carneiro da Cunha Sarmento, 173 - Jatiúca, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jatiuca-maceio-al-78m2-id-2578559357/",-9.646680989604,-35.710135667711
1,NA,49,1,1,NA,0,1,2559745958,NA,1,1,1,0,2,1,0,0,1,165000,0,"Avenida Doutor Milton Hênio Netto de Gouveia, 44 - Antares, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-antares-maceio-al-49m2-id-2559745958/",-9.57376999295,-35.74296002078
1,4,56,0,2,630,1,1,2650054795,800,1,1,1,0,2,1,0,0,1,370000,0,"Rua José de Alencar, 1 - Farol, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-farol-maceio-al-56m2-id-2650054795/",-9.649098498135,-35.741716463901
0,NA,53,1,2,360,0,0,2647563091,NA,0,0,0,0,2,0,0,0,1,280000,0,"Rua Projetada I, 208 - Serraria, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-sala-de-jantar-serraria-maceio-al-53m2-id-2647563091/",-9.59781959983,-35.716738628129
