"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
1,NA,62,0,2,300,1,1,2596877423,NA,1,1,1,1,2,0,0,1,260000,0,"Rua Tangará, 13 - Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-62m2-id-2596877423/",-2.473580009525,-44.187269985763
NA,NA,64,NA,2,2,NA,NA,2644742261,2,NA,NA,NA,NA,2,NA,NA,1,249001,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-64m2-id-2644742261/",-2.47975864141,-44.211260753471
0,NA,135,0,3,400,0,1,2615008609,183,1,0,1,1,3,0,0,2,590025,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-135m2-id-2615008609/",-2.47975864141,-44.211260753471
NA,NA,140,NA,2,NA,NA,NA,2645494875,NA,NA,NA,NA,NA,3,NA,NA,4,375000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-140m2-id-2645494875/",-2.47975864141,-44.211260753471
NA,NA,180,NA,4,44,NA,NA,2637602912,44,NA,NA,NA,NA,4,NA,NA,3,7e+05,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-aracagy-sao-jose-de-ribamar-ma-180m2-id-2637602912/",-2.47975864141,-44.211260753471
0,NA,250,0,3,NA,0,1,2642937017,NA,1,0,0,0,3,0,0,5,720000,0,"rua 7 aracagy, 1 - Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-250m2-id-2642937017/",-2.54431397448,-44.198554151897
0,NA,160,0,3,NA,0,1,2642903488,NA,1,0,1,0,3,0,0,2,580000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-160m2-id-2642903488/",-2.47975864141,-44.211260753471
0,NA,45,0,1,200,0,0,2646307164,NA,1,0,1,1,2,0,0,1,40000,0,"Novo Cohatrac, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-novo-cohatrac-sao-jose-de-ribamar-ma-45m2-id-2646307164/",-2.54014,-44.2055
1,2,57,0,2,1,0,1,2641462686,1,1,1,1,1,2,0,0,1,90000,1,"Rua do Residencial Fruteiras e Cidades, 1 - Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-57m2-id-2641462686/",-2.55002,-44.06755
0,NA,70,1,2,NA,0,0,2587564800,NA,0,0,0,0,3,0,0,1,230000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-infraestrutura-internet-aracagy-sao-jose-de-ribamar-ma-70m2-id-2587564800/",-2.47975864141,-44.211260753471
NA,NA,67,NA,2,NA,NA,NA,2611564580,NA,NA,NA,NA,NA,2,NA,NA,3,190000,NA,"Avenida Norte, 1 - Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-aracagy-sao-jose-de-ribamar-ma-67m2-id-2611564580/",-2.491805734264,-44.192230176216
NA,NA,40,NA,1,1,NA,NA,2645207361,1,NA,NA,NA,NA,2,NA,NA,1,172419,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645207361/",-2.55002,-44.06755
0,NA,250,0,3,NA,0,1,2642939387,NA,1,0,0,0,3,0,0,5,720000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-250m2-id-2642939387/",-2.47975864141,-44.211260753471
1,2,40,0,1,1,0,1,2645708800,1,1,1,1,1,2,0,0,1,170500,0,"Zona Rural, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-zona-rural-sao-jose-de-ribamar-ma-40m2-id-2645708800/",-2.55002,-44.06755
NA,NA,120,NA,3,NA,NA,NA,2631314860,150,NA,NA,NA,NA,3,NA,NA,3,320000,NA,"Loteamento Jardim Turu, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-loteamento-jardim-turu-sao-jose-de-ribamar-ma-120m2-id-2631314860/",-2.5034,-44.23486
NA,NA,6400,NA,1,NA,NA,NA,2646035136,NA,NA,NA,NA,NA,3,NA,NA,NA,7e+05,NA,"Centro, São José de Ribamar - MA","fazendas_sitios_e_chacaras","https://www.zapimoveis.com.br/imovel/venda-fazenda-sitio-chacara-3-quartos-centro-sao-jose-de-ribamar-ma-6400m2-id-2646035136/",-2.56098,-44.05524
1,5,55,0,2,NA,1,1,2644809064,NA,1,1,1,1,2,0,1,1,238000,1,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-55m2-id-2644809064/",-2.47975864141,-44.211260753471
NA,NA,359,NA,1,200,NA,NA,2644549684,1,NA,NA,NA,NA,1,NA,NA,NA,80000,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-1-quarto-sao-jose-de-ribamar-ma-359m2-id-2644549684/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2643291564,1,NA,NA,NA,NA,2,NA,NA,1,172910,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2643291564/",-2.55002,-44.06755
0,NA,200,1,2,NA,0,0,2620974015,NA,0,0,0,0,2,0,0,2,350000,0,"São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-sao-jose-de-ribamar-ma-200m2-id-2620974015/",-2.55002,-44.06755
0,NA,130,0,3,400,0,1,2617506593,156,1,0,1,0,3,0,0,2,630008,1,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-130m2-id-2617506593/",-2.47975864141,-44.211260753471
0,NA,124,0,2,1,1,0,2640474680,1,1,1,1,1,3,0,0,2,6e+05,0,"Vila São José, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-sao-jose-sao-jose-de-ribamar-ma-124m2-id-2640474680/",-2.54808,-44.08569
NA,1,117,NA,2,NA,NA,NA,2646157592,400,NA,NA,NA,NA,4,NA,NA,4,370000,NA,"Loteamento Jardim Turu, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-seguranca-interna-loteamento-jardim-turu-sao-jose-de-ribamar-ma-117m2-id-2646157592/",-2.5034,-44.23486
0,NA,57,0,2,240,0,0,2636697071,NA,1,1,0,1,2,0,0,1,225000,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-57m2-id-2636697071/",-2.47975864141,-44.211260753471
NA,NA,40,NA,1,1,NA,NA,2643290873,1,NA,NA,NA,NA,2,NA,NA,1,172919,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2643290873/",-2.55002,-44.06755
NA,3,45,NA,2,210,NA,NA,2632538555,250,NA,NA,NA,NA,2,NA,NA,1,2e+05,NA,"Moropóia, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-moropoia-sao-jose-de-ribamar-ma-45m2-id-2632538555/",-2.55002,-44.06755
0,NA,45,0,1,NA,0,0,2629722371,NA,0,0,1,0,2,0,0,NA,180000,0,"Avenida Atlântica, 1 - Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2629722371/",-2.473315741729,-44.209505155918
1,NA,41,0,1,1,0,0,2643915144,1,1,1,1,1,2,0,0,1,163000,0,"Vila São José, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-sao-jose-sao-jose-de-ribamar-ma-41m2-id-2643915144/",-2.54808,-44.08569
0,NA,135,0,3,NA,0,0,2629725574,NA,1,0,0,0,3,0,0,4,480000,0,"São José de Ribamar - MA","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-sao-jose-de-ribamar-ma-135m2-id-2629725574/",-2.55002,-44.06755
0,NA,141,0,3,NA,0,0,2616694284,NA,0,0,0,0,3,0,0,3,679990,1,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-americana-aracagy-sao-jose-de-ribamar-ma-141m2-id-2616694284/",-2.47975864141,-44.211260753471
0,NA,124,0,2,1,1,0,2644816383,1,1,1,1,1,3,0,0,2,6e+05,0,"Vila São José, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-sao-jose-sao-jose-de-ribamar-ma-124m2-id-2644816383/",-2.54808,-44.08569
NA,NA,210,NA,4,NA,NA,NA,2588456825,NA,NA,NA,NA,NA,4,NA,NA,4,980000,NA,"Araçagy, São José de Ribamar - MA","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-aracagy-sao-jose-de-ribamar-ma-210m2-id-2588456825/",-2.47975864141,-44.211260753471
NA,1,300,NA,2,NA,NA,NA,2635383966,NA,NA,NA,NA,NA,3,NA,NA,7,420000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-300m2-id-2635383966/",-2.47975864141,-44.211260753471
NA,NA,230,NA,4,NA,NA,NA,2638748875,NA,NA,NA,NA,NA,4,NA,NA,3,670000,NA,"Araçagy, São José de Ribamar - MA","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-aracagy-sao-jose-de-ribamar-ma-230m2-id-2638748875/",-2.47975864141,-44.211260753471
0,NA,48,0,1,NA,0,0,2634416359,NA,1,1,1,1,2,0,0,1,60000,0,"Avenida General Arthur Carvalho, 1245 - Novo Cohatrac, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-novo-cohatrac-sao-jose-de-ribamar-ma-48m2-id-2634416359/",-2.500751859547,-44.205127108356
NA,NA,57,NA,2,1,NA,NA,2643773775,1,NA,NA,NA,NA,2,NA,NA,1,236956,NA,"Avenida Norte, 4 - Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-57m2-id-2643773775/",-2.478159938561,-44.19319379507
1,2,57,0,2,NA,0,0,2600673267,NA,1,0,0,1,2,0,0,1,230000,0,"Avenida Norte, 1 - Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-57m2-id-2600673267/",-2.491805734264,-44.192230176216
0,3,51,0,2,180,0,0,2581671410,NA,1,0,0,1,2,0,0,1,170000,0,"Travessa da Pedreira - Novo Cohatrac, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-novo-cohatrac-sao-jose-de-ribamar-ma-51m2-id-2581671410/",-2.538219989528,-44.19143499536
0,NA,120,0,2,250,0,0,2585715066,230,0,0,0,0,2,0,0,2,280000,1,"Avenida General Arthur Carvalho, 3000 - Boa Vista, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-boa-vista-sao-jose-de-ribamar-ma-120m2-id-2585715066/",-2.505218039873,-44.207357351154
NA,NA,40,NA,1,1,NA,NA,2645863278,1,NA,NA,NA,NA,2,NA,NA,1,172418,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645863278/",-2.55002,-44.06755
0,NA,250,0,3,NA,0,1,2643509053,NA,1,0,0,0,3,0,0,5,720000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-250m2-id-2643509053/",-2.47975864141,-44.211260753471
0,NA,120,1,2,NA,0,0,2596878928,155,0,0,1,0,2,0,0,2,450001,1,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-acesso-24-horas-aracagy-sao-jose-de-ribamar-ma-120m2-id-2596878928/",-2.47975864141,-44.211260753471
NA,NA,198,NA,2,NA,NA,NA,2581846552,NA,NA,NA,NA,NA,2,NA,NA,2,250000,NA,"São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-jose-de-ribamar-ma-198m2-id-2581846552/",-2.55002,-44.06755
0,NA,45,0,1,1,0,0,2644998350,1,0,0,1,0,2,0,0,1,176053,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2644998350/",-2.47975864141,-44.211260753471
NA,NA,40,NA,1,1,NA,NA,2644814960,1,NA,NA,NA,NA,2,NA,NA,1,172408,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2644814960/",-2.55002,-44.06755
0,NA,62,0,2,NA,1,0,2609943158,NA,1,1,1,0,2,0,0,1,230000,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-62m2-id-2609943158/",-2.47975864141,-44.211260753471
0,NA,168,0,3,NA,0,0,2557545794,NA,1,0,0,0,3,0,0,2,550000,0,"São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-sao-jose-de-ribamar-ma-168m2-id-2557545794/",-2.55002,-44.06755
0,NA,64,0,2,1,0,0,2642588293,1,1,1,0,1,2,0,0,2,260000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-64m2-id-2642588293/",-2.47975864141,-44.211260753471
1,NA,41,0,1,1,0,0,2646509972,1,1,1,1,1,2,0,0,1,163008,0,"Vila São José, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-sao-jose-sao-jose-de-ribamar-ma-41m2-id-2646509972/",-2.54808,-44.08569
NA,2,148,NA,2,1,NA,NA,2638057511,1,NA,NA,NA,NA,3,NA,NA,4,550000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-148m2-id-2638057511/",-2.47975864141,-44.211260753471
0,NA,250,0,3,NA,0,1,2644957873,NA,1,0,0,0,3,0,0,5,720000,0,"Rua T, 3 - Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-250m2-id-2644957873/",-2.556265299681,-44.112948832289
NA,2,148,NA,2,1,NA,NA,2638754374,1,NA,NA,NA,NA,3,NA,NA,4,550000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-148m2-id-2638754374/",-2.47975864141,-44.211260753471
NA,NA,40,NA,1,1,NA,NA,2645017163,1,NA,NA,NA,NA,2,NA,NA,1,172901,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645017163/",-2.55002,-44.06755
NA,NA,181,NA,4,NA,NA,NA,2626618071,500,NA,NA,NA,NA,3,NA,NA,3,750000,NA,"Avenida Hollanda, 117 - Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-181m2-id-2626618071/",-2.469211237428,-44.192806274068
NA,NA,250,NA,NA,NA,NA,NA,2546575582,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,NA,"Centro, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-centro-sao-jose-de-ribamar-ma-250m2-id-2546575582/",-2.56098,-44.05524
NA,NA,200,NA,2,NA,NA,NA,2597435386,NA,NA,NA,NA,NA,3,NA,NA,2,420000,NA,"Rua Q, 1 - Forquilha, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-forquilha-sao-jose-de-ribamar-ma-200m2-id-2597435386/",-2.540080017662,-44.20795995938
0,NA,180,0,4,NA,0,0,2583639966,500,0,0,0,0,3,0,0,4,480000,1,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-180m2-id-2583639966/",-2.47975864141,-44.211260753471
NA,NA,40,NA,1,1,NA,NA,2643520966,1,NA,NA,NA,NA,2,NA,NA,1,172419,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2643520966/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645203861,1,NA,NA,NA,NA,2,NA,NA,1,172403,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645203861/",-2.55002,-44.06755
0,NA,51,0,1,NA,0,0,2587157094,NA,1,0,0,1,2,0,0,1,45000,0,"São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-sao-jose-de-ribamar-ma-51m2-id-2587157094/",-2.55002,-44.06755
0,NA,45,0,1,1,0,0,2645185554,1,0,0,1,0,2,0,0,1,180515,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-lazer-aracagy-sao-jose-de-ribamar-ma-45m2-id-2645185554/",-2.47975864141,-44.211260753471
NA,NA,250,NA,5,600,NA,NA,2514952786,NA,NA,NA,NA,NA,1,NA,NA,4,1200000,NA,"Avenida Principal, 0 - Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-1-quarto-aracagy-sao-jose-de-ribamar-ma-250m2-id-2514952786/",-2.546656563419,-44.207557455983
1,1,49,0,2,NA,0,1,2617042913,NA,1,1,1,1,2,0,1,1,2e+05,1,"Rua do Residencial Fruteiras e Cidades, 1 - Novo Cohatrac, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-novo-cohatrac-sao-jose-de-ribamar-ma-49m2-id-2617042913/",-2.54014,-44.2055
NA,NA,40,NA,1,1,NA,NA,2645019773,1,NA,NA,NA,NA,2,NA,NA,1,172920,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645019773/",-2.55002,-44.06755
1,NA,41,0,1,1,0,0,2646501124,1,1,1,1,1,2,0,0,1,263001,0,"Vila São José, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-sao-jose-sao-jose-de-ribamar-ma-41m2-id-2646501124/",-2.54808,-44.08569
0,NA,160,0,2,NA,0,0,2642754434,NA,0,0,1,0,3,0,0,2,580000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-acesso-24-horas-aracagy-sao-jose-de-ribamar-ma-160m2-id-2642754434/",-2.47975864141,-44.211260753471
0,NA,145,0,4,NA,0,1,2644276770,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2644276770/",-2.47975864141,-44.211260753471
NA,1,48,NA,1,2,NA,NA,2644981273,2,NA,NA,NA,NA,2,NA,NA,1,55001,NA,"Estrada de Ribamar, 201 - Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-48m2-id-2644981273/",-2.551982498362,-44.177581851989
1,NA,52,1,2,NA,0,0,2631850099,NA,1,0,0,0,2,0,0,2,280000,0,"São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-com-piscina-sao-jose-de-ribamar-ma-52m2-id-2631850099/",-2.55002,-44.06755
1,NA,55,0,2,NA,1,1,2605079787,NA,1,0,0,1,2,0,0,1,250000,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-aracagy-sao-jose-de-ribamar-ma-55m2-id-2605079787/",-2.47975864141,-44.211260753471
0,3,57,0,2,NA,0,1,2636478154,NA,1,1,1,1,2,0,0,1,2e+05,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-57m2-id-2636478154/",-2.47975864141,-44.211260753471
0,NA,100,0,2,NA,1,0,2635284666,NA,1,0,0,0,2,0,0,2,530000,0,"São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-sao-jose-de-ribamar-ma-100m2-id-2635284666/",-2.55002,-44.06755
NA,NA,57,NA,2,NA,NA,NA,2588750608,NA,NA,NA,NA,NA,2,NA,NA,1,155000,NA,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-57m2-id-2588750608/",-2.47975864141,-44.211260753471
NA,NA,57,NA,2,NA,NA,NA,2588842354,NA,NA,NA,NA,NA,2,NA,NA,1,155000,NA,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-57m2-id-2588842354/",-2.47975864141,-44.211260753471
0,NA,600,0,1,NA,0,1,2643750863,NA,0,1,0,0,4,0,0,10,6e+05,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-espaco-gourmet-aracagy-sao-jose-de-ribamar-ma-600m2-id-2643750863/",-2.47975864141,-44.211260753471
NA,NA,45,NA,1,1,NA,NA,2645182963,1,NA,NA,NA,NA,2,NA,NA,1,180515,NA,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-lazer-aracagy-sao-jose-de-ribamar-ma-45m2-id-2645182963/",-2.47975864141,-44.211260753471
1,NA,180,0,2,11,0,1,2637602960,11,1,1,1,0,3,0,0,2,589000,1,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-180m2-id-2637602960/",-2.47975864141,-44.211260753471
NA,NA,45,NA,1,NA,NA,NA,2627276413,NA,NA,NA,NA,NA,2,NA,NA,NA,180000,NA,"Avenida Atlântica, 1 - Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2627276413/",-2.473315741729,-44.209505155918
NA,NA,64,NA,2,2,NA,NA,2645254697,2,NA,NA,NA,NA,2,NA,NA,1,250003,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-64m2-id-2645254697/",-2.47975864141,-44.211260753471
0,3,48,0,2,NA,0,1,2570454929,NA,1,1,1,1,2,0,0,1,151000,1,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-forquilha-sao-jose-de-ribamar-ma-48m2-id-2570454929/",-2.55002,-44.06755
0,NA,47,0,2,250,0,0,2635773778,400,0,0,1,0,2,0,0,1,330000,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-47m2-id-2635773778/",-2.47975864141,-44.211260753471
NA,NA,450,NA,NA,NA,NA,NA,2559118481,NA,NA,NA,NA,NA,NA,NA,NA,NA,280000,NA,"Araçagy, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aracagy-sao-jose-de-ribamar-ma-450m2-id-2559118481/",-2.47975864141,-44.211260753471
NA,1,189,NA,2,NA,NA,NA,2635404783,NA,NA,NA,NA,NA,2,NA,NA,3,285000,NA,"Loteamento Jardim Turu, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-loteamento-jardim-turu-sao-jose-de-ribamar-ma-189m2-id-2635404783/",-2.5034,-44.23486
1,5,55,0,2,NA,1,1,2644809064,NA,1,1,1,1,2,0,1,1,238000,1,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-55m2-id-2644809064/",-2.47975864141,-44.211260753471
