"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
0,NA,145,0,4,NA,0,1,2616932797,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2616932797/",-2.47975864141,-44.211260753471
NA,NA,120,NA,2,NA,NA,NA,2647031760,NA,NA,NA,NA,NA,3,NA,NA,2,390000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-closet-aracagy-sao-jose-de-ribamar-ma-120m2-id-2647031760/",-2.47975864141,-44.211260753471
0,NA,143,1,2,400,0,1,2588713014,140,1,1,1,0,3,0,0,2,984629,1,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-143m2-id-2588713014/",-2.47975864141,-44.211260753471
NA,NA,40,NA,1,1,NA,NA,2645005663,1,NA,NA,NA,NA,2,NA,NA,1,172412,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645005663/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645016598,1,NA,NA,NA,NA,2,NA,NA,1,172907,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645016598/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645017671,1,NA,NA,NA,NA,2,NA,NA,1,172911,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645017671/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645018466,1,NA,NA,NA,NA,2,NA,NA,1,172909,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645018466/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645018072,1,NA,NA,NA,NA,2,NA,NA,1,172906,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645018072/",-2.55002,-44.06755
0,NA,145,0,4,NA,0,1,2636242802,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2636242802/",-2.47975864141,-44.211260753471
NA,NA,145,NA,4,NA,NA,NA,2634665639,NA,NA,NA,NA,NA,3,NA,NA,6,650000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-armario-embutido-aracagy-sao-jose-de-ribamar-ma-145m2-id-2634665639/",-2.47975864141,-44.211260753471
0,NA,180,0,2,1,0,0,2643148020,1,1,1,1,1,3,0,0,2,490000,0,"Vila São José, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-vila-sao-jose-sao-jose-de-ribamar-ma-180m2-id-2643148020/",-2.54808,-44.08569
NA,NA,108,NA,3,1,NA,NA,2645576814,1,NA,NA,NA,NA,3,NA,NA,NA,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2645576814/",-2.47975864141,-44.211260753471
0,1,45,0,1,200,0,0,2646318398,NA,0,1,1,1,2,0,0,1,40000,0,"Novo Cohatrac, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-novo-cohatrac-sao-jose-de-ribamar-ma-45m2-id-2646318398/",-2.54014,-44.2055
NA,NA,216,NA,2,NA,NA,NA,2633041309,NA,NA,NA,NA,NA,2,NA,NA,1,230000,NA,"Rua dos Cupuaçus - Mata, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-mata-sao-jose-de-ribamar-ma-216m2-id-2633041309/",-2.546529996929,-44.187325012957
NA,NA,150,NA,2,NA,NA,NA,2560078600,550,NA,NA,NA,NA,3,NA,NA,4,350000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-150m2-id-2560078600/",-2.47975864141,-44.211260753471
NA,NA,300,NA,3,NA,NA,NA,2603612205,NA,NA,NA,NA,NA,3,NA,NA,3,430000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-300m2-id-2603612205/",-2.47975864141,-44.211260753471
0,NA,145,0,4,NA,0,1,2640751662,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2640751662/",-2.47975864141,-44.211260753471
0,NA,51,0,1,NA,0,0,2596646264,NA,1,0,0,1,2,0,0,1,45000,0,"Novo Cohatrac, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-novo-cohatrac-sao-jose-de-ribamar-ma-51m2-id-2596646264/",-2.54014,-44.2055
0,NA,126,0,2,NA,0,0,2635600223,NA,1,0,1,0,3,0,0,2,750000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-126m2-id-2635600223/",-2.47975864141,-44.211260753471
0,NA,150,0,2,280,0,1,2641043668,NA,1,1,1,0,2,0,0,2,530000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-150m2-id-2641043668/",-2.47975864141,-44.211260753471
0,NA,160,1,3,NA,0,0,2633667215,NA,1,0,0,0,3,0,0,3,590000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-aracagy-sao-jose-de-ribamar-ma-160m2-id-2633667215/",-2.47975864141,-44.211260753471
NA,NA,130,NA,3,NA,NA,NA,2568838769,NA,NA,NA,NA,NA,3,NA,NA,NA,380000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-130m2-id-2568838769/",-2.47975864141,-44.211260753471
0,NA,41,0,1,1,0,0,2646443953,1,0,0,1,0,2,0,0,1,170500,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-lazer-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646443953/",-2.548115424891,-44.106867561911
0,NA,45,0,1,1,0,0,2646139202,1,0,0,1,0,2,0,0,1,180515,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-lazer-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646139202/",-2.47975864141,-44.211260753471
NA,NA,300,NA,NA,NA,NA,NA,2558684243,NA,NA,NA,NA,NA,NA,NA,NA,NA,46475,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-churrasqueira-sao-jose-de-ribamar-ma-300m2-id-2558684243/",-2.55002,-44.06755
0,NA,145,0,4,NA,0,1,2636001032,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2636001032/",-2.47975864141,-44.211260753471
NA,1,200,NA,NA,NA,NA,NA,2640741175,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,NA,"Araçagy, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aracagy-sao-jose-de-ribamar-ma-200m2-id-2640741175/",-2.47975864141,-44.211260753471
NA,NA,116,NA,2,NA,NA,NA,2633667209,NA,NA,NA,NA,NA,3,NA,NA,NA,399000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-aracagy-sao-jose-de-ribamar-ma-116m2-id-2633667209/",-2.47975864141,-44.211260753471
NA,NA,150,NA,2,NA,NA,NA,2582482456,NA,NA,NA,NA,NA,3,NA,NA,4,350000,NA,"Avenida Panaquatira - São José de Ribamar - MA","fazendas_sitios_e_chacaras","https://www.zapimoveis.com.br/imovel/venda-fazenda-sitio-chacara-3-quartos-com-frente-para-o-mar-sao-jose-de-ribamar-ma-150m2-id-2582482456/",-2.54291225536,-44.066508338343
NA,1,200,NA,2,NA,NA,NA,2606013895,NA,NA,NA,NA,NA,2,NA,NA,2,280000,NA,"São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-jose-de-ribamar-ma-200m2-id-2606013895/",-2.55002,-44.06755
NA,NA,300,NA,3,NA,NA,NA,2603920174,NA,NA,NA,NA,NA,3,NA,NA,3,430000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-300m2-id-2603920174/",-2.47975864141,-44.211260753471
0,2,250,0,5,NA,0,0,2637891862,NA,1,0,0,0,4,0,0,4,790000,0,"Avenida Conselheiro Hílton Rodrigues, 8 - Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-250m2-id-2637891862/",-2.480825720141,-44.213097926542
NA,NA,126,NA,3,NA,NA,NA,2641376183,NA,NA,NA,NA,NA,3,NA,NA,2,470000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-126m2-id-2641376183/",-2.47975864141,-44.211260753471
NA,NA,108,NA,3,1,NA,NA,2645580389,1,NA,NA,NA,NA,3,NA,NA,NA,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2645580389/",-2.47975864141,-44.211260753471
NA,NA,300,NA,3,NA,NA,NA,2644626604,NA,NA,NA,NA,NA,3,NA,NA,4,880000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-300m2-id-2644626604/",-2.47975864141,-44.211260753471
0,NA,120,1,2,200,0,0,2533447177,1440,0,0,0,0,3,0,0,2,350000,0,"Rua 02, 3 - São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-mobiliado-sao-jose-de-ribamar-ma-120m2-id-2533447177/",-2.54220723075,-44.200597098705
0,NA,145,0,4,NA,0,1,2641368217,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2641368217/",-2.47975864141,-44.211260753471
NA,1,195,NA,6,NA,NA,NA,2628170780,NA,NA,NA,NA,NA,1,NA,NA,4,750000,NA,"Araçagy, São José de Ribamar - MA","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-1-quarto-aracagy-sao-jose-de-ribamar-ma-195m2-id-2628170780/",-2.47975864141,-44.211260753471
NA,NA,250,NA,3,250,NA,NA,2521947186,360,NA,NA,NA,NA,4,NA,NA,4,8e+05,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-jardim-aracagy-sao-jose-de-ribamar-ma-250m2-id-2521947186/",-2.47975864141,-44.211260753471
0,NA,150,0,2,280,0,1,2643473781,NA,1,0,1,0,2,0,0,2,530000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-150m2-id-2643473781/",-2.47975864141,-44.211260753471
NA,NA,8000,NA,NA,NA,NA,NA,2591757377,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-ribamar-ma-8000m2-id-2591757377/",-2.55002,-44.06755
1,1,40,0,1,1,0,1,2644507518,1,1,1,1,0,2,0,0,1,172400,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-picarreira-sao-jose-de-ribamar-ma-40m2-id-2644507518/",-2.548115424891,-44.106867561911
NA,NA,360,NA,NA,NA,NA,NA,2572682175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA,"Araçagy, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aracagy-sao-jose-de-ribamar-ma-360m2-id-2572682175/",-2.47975864141,-44.211260753471
0,NA,145,0,4,NA,0,1,2637413331,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2637413331/",-2.47975864141,-44.211260753471
0,NA,189,0,2,1,0,0,2644817410,1,1,1,1,1,3,0,0,2,6e+05,0,"Vila São José, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-vila-sao-jose-sao-jose-de-ribamar-ma-189m2-id-2644817410/",-2.54808,-44.08569
NA,NA,250,NA,NA,NA,NA,NA,2561959364,NA,NA,NA,NA,NA,NA,NA,NA,NA,230000,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-ribamar-ma-250m2-id-2561959364/",-2.55002,-44.06755
0,NA,150,0,4,NA,0,0,2646148406,NA,0,0,0,0,4,0,0,3,750000,1,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-cozinha-americana-aracagy-sao-jose-de-ribamar-ma-150m2-id-2646148406/",-2.47975864141,-44.211260753471
NA,1,117,NA,2,NA,NA,NA,2638136555,NA,NA,NA,NA,NA,3,NA,NA,4,450000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-117m2-id-2638136555/",-2.47975864141,-44.211260753471
0,NA,124,0,2,1,0,0,2643159410,1,1,1,1,1,3,0,0,2,6e+05,0,"Vila São José, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-vila-sao-jose-sao-jose-de-ribamar-ma-124m2-id-2643159410/",-2.54808,-44.08569
1,NA,200,0,3,NA,1,0,2621572174,NA,1,0,1,0,3,0,0,2,1600000,0,"Zona Rural, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-zona-rural-sao-jose-de-ribamar-ma-200m2-id-2621572174/",-2.55002,-44.06755
0,NA,145,0,4,NA,0,1,2641792004,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2641792004/",-2.47975864141,-44.211260753471
NA,NA,136000,NA,NA,NA,NA,NA,2533447775,NA,NA,NA,NA,NA,NA,NA,NA,NA,950000,NA,"Estrada de Ribamar - São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-ribamar-ma-136000m2-id-2533447775/",-2.554473113214,-44.209764791187
NA,NA,77000,NA,NA,NA,NA,NA,2550848086,NA,NA,NA,NA,NA,NA,NA,NA,NA,770000,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-vista-panoramica-sao-jose-de-ribamar-ma-77000m2-id-2550848086/",-2.55002,-44.06755
0,NA,110,0,3,NA,0,0,2638523471,NA,0,1,0,0,3,0,0,2,495000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-playground-aracagy-sao-jose-de-ribamar-ma-110m2-id-2638523471/",-2.47975864141,-44.211260753471
0,NA,145,0,4,NA,0,1,2637115786,NA,0,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-espaco-gourmet-aracagy-sao-jose-de-ribamar-ma-145m2-id-2637115786/",-2.47975864141,-44.211260753471
NA,NA,360,NA,NA,NA,NA,NA,2585886304,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA,"Araçagy, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aracagy-sao-jose-de-ribamar-ma-360m2-id-2585886304/",-2.47975864141,-44.211260753471
0,NA,145,0,4,NA,0,1,2643490174,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2643490174/",-2.47975864141,-44.211260753471
NA,NA,207,NA,4,NA,NA,NA,2570792362,NA,NA,NA,NA,NA,4,NA,NA,3,525000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-aracagy-sao-jose-de-ribamar-ma-207m2-id-2570792362/",-2.47975864141,-44.211260753471
NA,NA,400,NA,NA,NA,NA,NA,2617983877,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,NA,"Rua Poliana Kerle, SN - Centro, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-centro-sao-jose-de-ribamar-ma-400m2-id-2617983877/",-2.55002,-44.06755
0,NA,45,0,1,1,0,0,2646128473,1,0,0,1,0,2,0,0,1,180515,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-lazer-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646128473/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,1,2646688888,1,1,1,1,1,2,0,0,1,176018,1,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646688888/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646322254,1,0,0,1,0,2,0,0,1,176084,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646322254/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,0,0,2646323925,1,0,0,1,0,2,0,0,1,176084,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646323925/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646321294,1,0,0,1,0,2,0,0,1,176080,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646321294/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,0,0,2646321297,1,0,0,1,0,2,0,0,1,176081,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646321297/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646357771,1,0,0,1,0,2,0,0,1,176102,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646357771/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646355346,1,0,0,1,0,2,0,0,1,176099,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646355346/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646354537,1,0,0,1,0,2,0,0,1,176097,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646354537/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646355102,1,0,0,1,0,2,0,0,1,176092,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646355102/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646353383,1,0,0,1,0,2,0,0,1,176100,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646353383/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646346794,1,0,0,1,0,2,0,0,1,176092,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646346794/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646354533,1,0,0,1,0,2,0,0,1,176094,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646354533/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646355042,1,0,0,1,0,2,0,0,1,176093,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646355042/",-2.47975864141,-44.211260753471
0,NA,45,0,1,1,1,0,2646320493,1,0,0,1,0,2,0,0,1,176083,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-45m2-id-2646320493/",-2.47975864141,-44.211260753471
0,NA,250,0,3,NA,0,1,2638052573,NA,1,0,0,0,3,0,0,5,720000,0,"rua 7 aracagy, 1 - Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-250m2-id-2638052573/",-2.54431397448,-44.198554151897
0,NA,54,0,1,NA,0,1,2645237899,NA,1,1,1,0,2,0,0,1,220000,0,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-54m2-id-2645237899/",-2.47975864141,-44.211260753471
0,NA,54,1,1,NA,0,0,2594507199,NA,0,0,0,0,2,0,0,1,80000,0,"São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-sao-jose-de-ribamar-ma-54m2-id-2594507199/",-2.55002,-44.06755
NA,NA,390,NA,NA,NA,NA,NA,2533446786,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,NA,"Rua Porto Rico - Araçagy, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aracagy-sao-jose-de-ribamar-ma-390m2-id-2533446786/",-2.55456823606,-44.081579362789
0,NA,145,0,4,NA,0,1,2633392865,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2633392865/",-2.47975864141,-44.211260753471
NA,NA,200,NA,2,NA,NA,NA,2630709224,NA,NA,NA,NA,NA,3,NA,NA,8,350000,NA,"Rua da Âncora - Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-poco-artesiano-aracagy-sao-jose-de-ribamar-ma-200m2-id-2630709224/",-2.476095574992,-44.198053757238
0,NA,52,0,1,NA,0,0,2611309308,NA,1,0,0,1,2,0,0,1,57000,0,"São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-sao-jose-de-ribamar-ma-52m2-id-2611309308/",-2.55002,-44.06755
NA,NA,250,NA,NA,NA,NA,NA,2566724109,NA,NA,NA,NA,NA,NA,NA,NA,NA,252000,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-ribamar-ma-250m2-id-2566724109/",-2.55002,-44.06755
0,NA,160,0,1,NA,0,0,2642928821,NA,0,0,1,0,3,0,0,2,580000,0,"rua 7 aracagy, 1 - Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-160m2-id-2642928821/",-2.54431397448,-44.198554151897
0,1,46,0,1,NA,0,0,2582658436,NA,1,0,0,1,2,0,0,1,76000,0,"Rua da Pedreira, 1 - Novo Cohatrac, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-novo-cohatrac-sao-jose-de-ribamar-ma-46m2-id-2582658436/",-2.540089487693,-44.191380426256
0,NA,145,0,4,NA,0,1,2634900760,NA,1,0,0,0,3,0,0,6,650000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-145m2-id-2634900760/",-2.47975864141,-44.211260753471
