academia,andar,area,area_servico,banheiro,condominio,elevador,endereco,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,url,vaga,valor,varanda_gourmet
0,,480.0,1.0,1.0,,0,"Rua Vinte e Sete - Chácaras De Inoã, Maricá - RJ",0,2639453165,600.0,0,0,0,0,2.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-chacaras-de-inoa-marica-rj-480m2-id-2639453165/,3.0,315000.0,0
0,,360.0,0,2.0,300.0,0,"Avenida Carlos Marighella, 300 - Chácaras De Inoã, Maricá - RJ",0,2646797865,,0,0,1.0,0,3.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-acesso-24-horas-chacaras-de-inoa-marica-rj-360m2-id-2646797865/,2.0,480000.0,0
,,137.0,,4.0,,,"Jardim Atlantico Leste Itaipuacu, Maricá - RJ",,2647550294,1400.0,,,,,5.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-jardim-atlantico-leste-itaipuacu-marica-rj-137m2-id-2647550294/,3.0,420000.0,
,,480.0,,5.0,1.0,,"Rua Nossa Senhora Aparecida, 100 - Praia de Itaipuacu Itaipuacu, Maricá - RJ",,2647318691,1500.0,,,,,5.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-praia-de-itaipuacu-itaipuacu-marica-rj-480m2-id-2647318691/,5.0,549290.0,
,,480.0,,,,,"Rua Georgilei Rodrigues, 1 - Jardim Atlântico Oeste, Maricá - RJ",,2647335114,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-oeste-marica-rj-480m2-id-2647335114/,,135000.0,
0,,90.0,0,3.0,271.0,0,"Estrada Henfil, 100 - Pindobas, Maricá - RJ",0,2647308871,1.0,1.0,0,0,1.0,2.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-pindobas-marica-rj-90m2-id-2647308871/,2.0,409250.0,0
,,389.0,,,400.0,,"Estrada Oscar Vieira da Costa Júnior, 111 - Cajueiro, Maricá - RJ",,2643780920,500.0,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cajueiro-marica-rj-389m2-id-2643780920/,,181177.0,
,,267.0,,5.0,600.0,,"Rodovia Ernani do Amaral Peixoto - Inoã, Maricá - RJ",,2646964797,185.0,,,,,4.0,,,,casas_de_condominio,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-inoa-marica-rj-267m2-id-2646964797/,2.0,900000.0,
,,100.0,,4.0,1.0,,"Rua Antônio Santaballa Porben, 100 - Cordeirinho, Maricá - RJ",,2647305567,1.0,,,,,3.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-cordeirinho-marica-rj-100m2-id-2647305567/,4.0,574600.0,
,,107.0,,2.0,1.0,,"Rua Paulino José de Souza, 100 - Bananal Ponta Negra, Maricá - RJ",,2647314084,1.0,,,,,3.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-bananal-ponta-negra-marica-rj-107m2-id-2647314084/,2.0,348880.0,
0,,156.0,0,2.0,1.0,0,"Avenida Itaocaia, 100 - Itaocaia Valley, Maricá - RJ",1.0,2647194320,300.0,0,0,0,0,2.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-itaocaia-valley-marica-rj-156m2-id-2647194320/,2.0,389800.0,0
,,480.0,,,1.0,,"Rua Deoclécio Machado, 100 - Recanto De Itaipuacu, Maricá - RJ",,2647314821,680.0,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-recanto-de-itaipuacu-marica-rj-480m2-id-2647314821/,,169730.0,
,,360.0,,2.0,,,"Ponta Grossa, Maricá - RJ",,2647554319,1.0,,,,,3.0,,,,casas_de_condominio,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-ponta-grossa-marica-rj-360m2-id-2647554319/,,202500.0,
0,,360.0,1.0,1.0,,0,"Rua Quatro - Inoã, Maricá - RJ",0,2628422554,200.0,0,0,0,0,3.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-area-de-servico-inoa-marica-rj-360m2-id-2628422554/,2.0,549900.0,0
0,,208.0,1.0,4.0,550.0,0,"Rodovia Vereador Oldemar Guedes Figueiredo, 5500 - Ubatiba, Maricá - RJ",0,2646966371,173.0,0,0,0,0,3.0,0,0,0,casas_de_condominio,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-ar-condicionado-ubatiba-marica-rj-208m2-id-2646966371/,3.0,850000.0,0
,,379.0,,,1.0,,"Rua Vinte e Sete, 100 - Chácaras De Inoã, Maricá - RJ",,2647307306,1.0,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-chacaras-de-inoa-marica-rj-379m2-id-2647307306/,,119640.0,
,,682.0,,,1.0,,"Rua Vinte e Sete, 100 - Chácaras De Inoã, Maricá - RJ",,2647309763,1.0,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-chacaras-de-inoa-marica-rj-682m2-id-2647309763/,,74120.0,
0,,75.0,1.0,2.0,,0,"Rua Nove - Balneario Bambui, Maricá - RJ",0,2647525593,1.0,0,0,0,0,2.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-balneario-bambui-marica-rj-75m2-id-2647525593/,2.0,280000.0,1.0
,,480.0,,,,,"Jacaroá, Maricá - RJ",,2647355458,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jacaroa-marica-rj-480m2-id-2647355458/,,120000.0,
1.0,,600.0,0,,715.0,0,"Ubatiba, Maricá - RJ",1.0,2647643422,,1.0,1.0,0,1.0,,0,0,1.0,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-ubatiba-marica-rj-600m2-id-2647643422/,,79900.0,0
,,300.0,,4.0,1.0,,"Rua Coronel Luecir Lucas Gonçalves, 100 - Balneario Bambui, Maricá - RJ",,2647300896,1.0,,,,,5.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-balneario-bambui-marica-rj-300m2-id-2647300896/,10.0,669280.0,
0,,91.0,1.0,2.0,400.0,0,"Estrada Henfil, 2206 - Pindobas, Maricá - RJ",0,2647090556,100.0,0,0,0,0,2.0,0,0,0,casas_de_condominio,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-pindobas-marica-rj-91m2-id-2647090556/,2.0,500000.0,0
,,600.0,,,,,"Rua K - Santa Paula Inoa, Maricá - RJ",,2575296384,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-santa-paula-inoa-marica-rj-600m2-id-2575296384/,,80000.0,
,,380.0,,,,,"Jacaroá, Maricá - RJ",,2647355456,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jacaroa-marica-rj-380m2-id-2647355456/,,45000.0,
