apartamentos,casas,casas-de-condominio,cobertura,flat,terrenos-lotes-condominios,casa-comercial,terrenos-lotes-comerciais,apartamentos_url,casas_url,casas-de-condominio_url,cobertura_url,flat_url,terrenos-lotes-condominios_url,casa-comercial_url,terrenos-lotes-comerciais_url
7321.0,5122.0,4640.0,76.0,15.0,1934.0,249.0,139.0,"https://www.zapimoveis.com.br/venda/apartamentos/mt+cuiaba/?__ab=exp-aa-test:control,new-discover-zap:alert,vas-officialstore-social:enabled&transacao=venda&onde=,Mato%20Grosso,Cuiab%C3%A1,,,,,city,BR%3EMato%20Grosso%3ENULL%3ECuiaba,-15.595414,-56.092582,&tipos=apartamento_residencial&pagina=","https://www.zapimoveis.com.br/venda/casas/mt+cuiaba/?__ab=exp-aa-test:control,new-discover-zap:alert,vas-officialstore-social:enabled&transacao=venda&onde=,Mato%20Grosso,Cuiab%C3%A1,,,,,city,BR%3EMato%20Grosso%3ENULL%3ECuiaba,-15.595414,-56.092582,&tipos=casa_residencial&pagina=","https://www.zapimoveis.com.br/venda/casas-de-condominio/mt+cuiaba/?__ab=exp-aa-test:control,new-discover-zap:alert,vas-officialstore-social:enabled&transacao=venda&onde=,Mato%20Grosso,Cuiab%C3%A1,,,,,city,BR%3EMato%20Grosso%3ENULL%3ECuiaba,-15.595414,-56.092582,&tipos=condominio_residencial&pagina=","https://www.zapimoveis.com.br/venda/cobertura/mt+cuiaba/?__ab=exp-aa-test:control,new-discover-zap:alert,vas-officialstore-social:enabled&transacao=venda&onde=,Mato%20Grosso,Cuiab%C3%A1,,,,,city,BR%3EMato%20Grosso%3ENULL%3ECuiaba,-15.595414,-56.092582,&tipos=cobertura_residencial&pagina=","https://www.zapimoveis.com.br/venda/flat/mt+cuiaba/?__ab=exp-aa-test:control,new-discover-zap:alert,vas-officialstore-social:enabled&transacao=venda&onde=,Mato%20Grosso,Cuiab%C3%A1,,,,,city,BR%3EMato%20Grosso%3ENULL%3ECuiaba,-15.595414,-56.092582,&tipos=flat_residencial&pagina=","https://www.zapimoveis.com.br/venda/terrenos-lotes-condominios/mt+cuiaba/?__ab=exp-aa-test:control,new-discover-zap:alert,vas-officialstore-social:enabled&transacao=venda&onde=,Mato%20Grosso,Cuiab%C3%A1,,,,,city,BR%3EMato%20Grosso%3ENULL%3ECuiaba,-15.595414,-56.092582,&tipos=lote-terreno_residencial&pagina=","https://www.zapimoveis.com.br/venda/casa-comercial/mt+cuiaba/?__ab=exp-aa-test:control,new-discover-zap:alert,vas-officialstore-social:enabled&transacao=venda&onde=,Mato%20Grosso,Cuiab%C3%A1,,,,,city,BR%3EMato%20Grosso%3ENULL%3ECuiaba,-15.595414,-56.092582,&tipos=imovel-comercial_comercial&pagina=","https://www.zapimoveis.com.br/venda/terrenos-lotes-comerciais/mt+cuiaba/?__ab=exp-aa-test:control,new-discover-zap:alert,vas-officialstore-social:enabled&transacao=venda&onde=,Mato%20Grosso,Cuiab%C3%A1,,,,,city,BR%3EMato%20Grosso%3ENULL%3ECuiaba,-15.595414,-56.092582,&tipos=lote-terreno_comercial&pagina="
