"academia","andar","area","area_servico","banheiro","condominio","elevador","endereco","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","tipo","url","vaga","valor","varanda_gourmet","latitude","longitude"
0,NA,160,0,2,NA,0,"rua 7 aracagy, 1 - Araçagy, São José de Ribamar - MA",0,2642756993,NA,0,0,1,0,3,0,0,0,"casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-160m2-id-2642756993/",2,580000,0,-2.54431397448,-44.198554151897
NA,NA,56,NA,2,8,NA,"Araçagy, São José de Ribamar - MA",NA,2647853744,8,NA,NA,NA,NA,2,NA,NA,NA,"apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-56m2-id-2647853744/",1,238000,NA,-2.47975864141,-44.211260753471
0,NA,160,0,2,NA,0,"Araçagy, São José de Ribamar - MA",1,2640775265,NA,1,0,1,0,3,0,0,0,"casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-160m2-id-2640775265/",2,580000,0,-2.47975864141,-44.211260753471
0,NA,160,0,2,NA,0,"rua 7 aracagy, 1 - Araçagy, São José de Ribamar - MA",0,2637430755,NA,0,0,1,0,3,0,0,0,"casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-160m2-id-2637430755/",2,580000,0,-2.54431397448,-44.198554151897
0,NA,160,0,2,NA,0,"Araçagy, São José de Ribamar - MA",1,2640830972,NA,1,0,1,0,3,0,0,0,"casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-160m2-id-2640830972/",2,580000,0,-2.47975864141,-44.211260753471
NA,2,250,NA,4,NA,NA,"Araçagy, São José de Ribamar - MA",NA,2645235266,NA,NA,NA,NA,NA,3,NA,NA,NA,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-250m2-id-2645235266/",4,690000,NA,-2.47975864141,-44.211260753471
0,NA,148,1,2,1,0,"Araçagy, São José de Ribamar - MA",0,2638538385,1,0,0,0,0,3,0,0,0,"casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-148m2-id-2638538385/",4,550000,0,-2.47975864141,-44.211260753471
NA,NA,108,NA,2,9,NA,"Araçagy, São José de Ribamar - MA",NA,2647524202,9,NA,NA,NA,NA,3,NA,NA,NA,"casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2647524202/",NA,499000,NA,-2.47975864141,-44.211260753471
NA,NA,108,NA,2,5,NA,"Araçagy, São José de Ribamar - MA",NA,2648461474,5,NA,NA,NA,NA,3,NA,NA,NA,"casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2648461474/",NA,499000,NA,-2.47975864141,-44.211260753471
NA,NA,108,NA,2,1,NA,"Araçagy, São José de Ribamar - MA",NA,2647285901,1,NA,NA,NA,NA,3,NA,NA,NA,"casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2647285901/",NA,499000,NA,-2.47975864141,-44.211260753471
