academia,area,area_servico,banheiro,condominio,elevador,espaco_gourmet,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,vaga,valor,varanda_gourmet,latitude,longitude,area_aluguel,valor_aluguel,qnt_beneficio
0.0,230.0,0.0,6.0,,1.0,0.0,,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,apartamentos,,1249000.0,0.0,-7.122284182676,-34.832301038415,67.0,2550.0,92.0
0.0,178.0,0.0,3.0,,0.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,casas,3.0,900000.0,0.0,-7.076141867135,-34.844636913431,67.0,3000.0,13.0
0.0,75.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,casas,1.0,220000.0,0.0,-7.1115943,-34.8408095,80.0,2700.0,
0.0,115.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,2.0,450000.0,0.0,-7.1551066,-34.8364492,63.0,1700.0,22.0
0.0,76.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,,250000.0,0.0,-7.1498329,-34.8480052,61.5,1200.0,9.0
1.0,156.0,1.0,4.0,700.0,1.0,1.0,,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,apartamentos,3.0,1356249.0,1.0,-7.1336871,-34.8279943,98.0,5850.0,227.0
0.0,82.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,130000.0,0.0,-7.1695048,-34.8393055,53.0,1200.0,3201.0
0.0,56.0,0.0,1.0,100.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,229390.0,0.0,-7.147424137203,-34.840767051682,61.0,1500.0,120.0
0.0,113.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,369000.0,0.0,-7.115,-34.84566,55.0,2100.0,1.0
0.0,54.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,210000.0,0.0,-7.1483721,-34.8385343,61.0,1500.0,120.0
0.0,130.0,1.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,casas,3.0,450000.0,0.0,-7.17693,-34.86908,60.0,900.0,
1.0,313.0,1.0,1.0,1800.0,1.0,0.0,,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,apartamentos,3.0,1950000.0,0.0,-7.1265006,-34.8250564,56.0,3500.0,
0.0,130.0,1.0,4.0,550.0,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,599000.0,1.0,-7.1153426,-34.8257456,49.0,3000.0,24.0
1.0,89.0,0.0,3.0,,0.0,1.0,,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,apartamentos,2.0,559891.0,0.0,-7.1004096,-34.8388649,60.0,2800.0,
0.0,250.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,casas,3.0,300000.0,0.0,-7.112850933895,-34.864275785973,,,
0.0,300.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,casas,2.0,750000.0,0.0,-7.1209816,-34.8382259,67.0,2550.0,92.0
1.0,58.0,0.0,1.0,,0.0,1.0,,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,453530.0,0.0,-7.0892612,-34.8369558,62.0,3500.0,
0.0,94.0,0.0,3.0,,1.0,0.0,,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,apartamentos,1.0,750000.0,0.0,-7.0812307,-34.8346477,62.0,3500.0,
0.0,53.0,1.0,2.0,,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,52000.0,0.0,-7.1695048,-34.8393055,53.0,1200.0,3201.0
0.0,100.0,0.0,3.0,630.0,1.0,1.0,,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,apartamentos,2.0,630000.0,0.0,-7.0812307,-34.8346477,62.0,3500.0,
1.0,100.0,0.0,2.0,,0.0,1.0,,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,casas,2.0,580000.0,0.0,-7.164514796599,-34.832718843856,53.0,1200.0,3201.0
1.0,96.0,0.0,3.0,500.0,1.0,0.0,,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,apartamentos,2.0,550000.0,0.0,-7.1150428,-34.8567486,95.0,2850.0,15.0
0.0,56.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,210000.0,0.0,-7.0812307,-34.8346477,62.0,3500.0,
0.0,70.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,239990.0,0.0,-7.121438668454,-34.848932013653,67.0,2950.0,14.0
0.0,65.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,210000.0,0.0,-7.1165725,-34.8542939,95.0,2850.0,15.0
0.0,82.0,0.0,3.0,590.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,340000.0,0.0,-7.120930443919,-34.857180023034,60.0,2450.0,
0.0,450.0,0.0,4.0,,0.0,1.0,,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,casas,3.0,945000.0,0.0,-7.11124,-34.86518,68.0,1800.0,
0.0,53.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,flats,1.0,452000.0,0.0,-7.1049787,-34.8344596,60.0,2800.0,
1.0,65.0,0.0,2.0,350.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,apartamentos,1.0,440000.0,1.0,-7.1079741,-34.8527929,95.0,2850.0,15.0
0.0,81.0,0.0,3.0,,1.0,0.0,,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,apartamentos,2.0,590000.0,1.0,-7.1049787,-34.8344596,60.0,2800.0,
0.0,23.0,1.0,1.0,,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,flats,,411420.0,0.0,-7.10376,-34.83019,60.0,2800.0,
0.0,56.0,0.0,1.0,,0.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,309430.0,0.0,-7.1130512,-34.8632055,,,
0.0,89.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,2.0,597641.0,0.0,-7.08161,-34.83475,62.0,3500.0,
0.0,49.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,48000.0,0.0,-7.1695048,-34.8393055,53.0,1200.0,3201.0
0.0,56.0,0.0,1.0,150.0,0.0,1.0,230.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,256800.0,0.0,-7.156187,-34.8385941,63.0,1700.0,22.0
0.0,121.0,1.0,3.0,630.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,apartamentos,1.0,450000.0,0.0,-7.0812307,-34.8346477,62.0,3500.0,
0.0,284.0,0.0,5.0,,1.0,1.0,,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,apartamentos,4.0,900000.0,0.0,-7.129360239346,-34.829758607869,98.0,5850.0,227.0
0.0,55.0,0.0,2.0,469.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,360000.0,0.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,208.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,casas,2.0,690000.0,0.0,-7.10376,-34.83019,60.0,2800.0,
0.0,500.0,0.0,1.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,casas,6.0,2500000.0,0.0,-7.0960099,-34.8335494,62.0,3500.0,
0.0,56.0,1.0,1.0,220.0,1.0,1.0,234.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,234900.0,1.0,-7.158703276664,-34.817694736796,76.0,2200.0,75.0
1.0,27.0,0.0,1.0,338.0,1.0,1.0,350.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,flats,1.0,379900.0,1.0,-7.113903310579,-34.826778311674,49.0,3000.0,24.0
0.0,71.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,310000.0,0.0,-7.0712264,-34.8428728,60.0,2400.0,65.0
0.0,56.0,0.0,2.0,,0.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,315000.0,0.0,-7.096587189055,-34.843023543364,67.0,3000.0,13.0
0.0,63.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,185000.0,0.0,-7.1488492,-34.8161888,76.0,2200.0,75.0
1.0,60.0,0.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,600000.0,0.0,-7.084790084851,-34.833285051562,62.0,3500.0,
0.0,60.0,0.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,259999.0,1.0,-7.123029999027,-34.849649972678,67.0,2950.0,14.0
0.0,57.0,0.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,260000.0,0.0,-7.15334,-34.82212,76.0,2200.0,75.0
0.0,175.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,casas,3.0,900000.0,0.0,-7.12927,-34.85801,58.5,2775.0,109.0
0.0,53.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,230000.0,0.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,59.0,0.0,2.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,330000.0,0.0,-7.1166253,-34.8591149,95.0,2850.0,15.0
0.0,132.0,0.0,3.0,,1.0,0.0,,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,apartamentos,2.0,1199850.0,0.0,-7.0812307,-34.8346477,62.0,3500.0,
0.0,97.0,0.0,3.0,350.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,2.0,190000.0,0.0,-7.1087342,-34.8375567,60.0,2800.0,
1.0,140.0,1.0,2.0,,1.0,1.0,,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,apartamentos,3.0,1284313.0,0.0,-7.1245666,-34.8238785,56.0,3500.0,
0.0,78.0,0.0,2.0,500.0,1.0,0.0,400.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,apartamentos,1.0,320000.0,0.0,-7.120370993892,-34.843060108375,67.0,2950.0,14.0
0.0,62.0,1.0,1.0,407.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,apartamentos,1.0,380000.0,0.0,-7.1049787,-34.8344596,60.0,2800.0,
0.0,227.0,0.0,4.0,1300.0,1.0,0.0,,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,apartamentos,2.0,790000.0,0.0,-7.123377,-34.8309995,67.0,2550.0,92.0
0.0,57.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,338000.0,0.0,-7.06622,-34.84388,60.0,2400.0,65.0
1.0,49.0,1.0,1.0,,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,apartamentos,1.0,523163.0,0.0,-7.1153426,-34.8257456,49.0,3000.0,24.0
1.0,80.0,0.0,2.0,590.0,1.0,1.0,450.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,apartamentos,1.0,580000.0,1.0,-7.1154036,-34.8285264,49.0,3000.0,24.0
0.0,54.0,0.0,2.0,375.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,flats,1.0,498000.0,0.0,-7.06622,-34.84388,60.0,2400.0,65.0
1.0,172.0,1.0,5.0,,1.0,0.0,,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,apartamentos,3.0,1500000.0,0.0,-7.1089293,-34.841942,80.0,2397.0,
0.0,627.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,terrenos_lotes_e_condominios,,850000.0,0.0,-7.12613,-34.86426,58.5,2775.0,109.0
0.0,56.0,0.0,2.0,,1.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,365000.0,0.0,-7.0812307,-34.8346477,62.0,3500.0,
0.0,96.0,1.0,3.0,590.0,1.0,0.0,,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,apartamentos,2.0,600000.0,0.0,-7.1049787,-34.8344596,60.0,2800.0,
0.0,1875.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,terrenos_lotes_e_condominios,,130000.0,0.0,-7.16011,-34.8381,53.0,1200.0,3201.0
0.0,60.0,1.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,180000.0,0.0,-7.16713985,-34.87342666322093,,,184.0
0.0,78.0,0.0,2.0,476.0,1.0,0.0,,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,apartamentos,1.0,340000.0,0.0,-7.08955,-34.84185,67.0,3000.0,13.0
0.0,84.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,540000.0,0.0,-7.07596164445,-34.844366159453,60.0,2400.0,65.0
0.0,43.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,155000.0,0.0,-7.1695048,-34.8393055,53.0,1200.0,3201.0
1.0,20.0,0.0,1.0,,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,flats,1.0,333000.0,0.0,-7.12351,-34.82614,56.0,3500.0,
0.0,58.0,1.0,2.0,,1.0,0.0,,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,apartamentos,2.0,474744.0,0.0,-7.08161,-34.83475,62.0,3500.0,
0.0,56.0,0.0,2.0,150.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,359000.0,0.0,-7.0687921,-34.8378877,60.0,2400.0,65.0
0.0,168.0,0.0,5.0,935.0,0.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,2.0,950000.0,0.0,-7.123309996502,-34.827199967032,56.0,3500.0,
0.0,390.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,terrenos_lotes_e_condominios,0.0,370000.0,0.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,63.0,1.0,2.0,200.0,0.0,1.0,300.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,,330000.0,0.0,-7.0719678,-34.843027,60.0,2400.0,65.0
1.0,414.0,0.0,5.0,1800.0,1.0,1.0,1900.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,apartamentos,4.0,4721000.0,1.0,-7.1336871,-34.8279943,98.0,5850.0,227.0
0.0,70.0,0.0,2.0,500.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,580000.0,0.0,-7.096834227641,-34.834697733813,62.0,3500.0,
0.0,80.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,265000.0,0.0,-7.1521895,-34.8419083,63.0,1700.0,22.0
0.0,77.0,1.0,1.0,,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,2.0,630000.0,1.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,135.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,casas,3.0,429000.0,0.0,-7.16713985,-34.87342666322093,,,184.0
1.0,45.0,0.0,1.0,,0.0,1.0,,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,139000.0,0.0,-7.164179988748,-34.855469989057,,,184.0
0.0,56.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,229000.0,0.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,30.0,1.0,1.0,90.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,apartamentos,1.0,240000.0,0.0,-7.14562323954,-34.845099002148,61.0,1500.0,120.0
0.0,48.0,0.0,1.0,,0.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,165000.0,1.0,-7.1049697,-34.8610982,,,
0.0,50.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,550000.0,0.0,-7.084790084851,-34.833285051562,62.0,3500.0,
0.0,54.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,apartamentos,1.0,190000.0,0.0,-7.148163476528,-34.850199214795,61.5,1200.0,9.0
0.0,75.0,0.0,1.0,382.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,280000.0,0.0,-7.1243744,-34.8621088,58.5,2775.0,109.0
0.0,58.0,1.0,2.0,175.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,170000.0,0.0,-7.1483721,-34.8385343,61.0,1500.0,120.0
0.0,58.0,1.0,2.0,,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,2.0,279999.0,0.0,-7.1551066,-34.8364492,63.0,1700.0,22.0
0.0,74.0,0.0,2.0,300.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,220000.0,0.0,-7.0812307,-34.8346477,62.0,3500.0,
0.0,70.0,1.0,2.0,233.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,450000.0,0.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,58.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,424900.0,0.0,-7.0680788,-34.8415799,60.0,2400.0,65.0
0.0,49.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,165000.0,0.0,-7.1695048,-34.8393055,53.0,1200.0,3201.0
0.0,67.0,1.0,2.0,,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,1112339.0,0.0,-7.0812307,-34.8346477,62.0,3500.0,
0.0,53.0,0.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,480000.0,0.0,-7.1049787,-34.8344596,60.0,2800.0,
0.0,60.0,0.0,1.0,444.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,449000.0,0.0,-7.1249732,-34.8266239,56.0,3500.0,
0.0,41.0,0.0,1.0,300.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,apartamentos,1.0,479900.0,0.0,-7.11487,-34.82656,49.0,3000.0,24.0
0.0,71.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,235000.0,0.0,-7.1488492,-34.8161888,76.0,2200.0,75.0
0.0,56.0,0.0,1.0,200.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,265000.0,0.0,-7.101326096698,-34.838253499147,60.0,2800.0,
0.0,76.0,1.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,210000.0,0.0,-7.15946,-34.82582,63.0,1700.0,22.0
0.0,54.0,0.0,2.0,150.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,205000.0,0.0,-7.1148299,-34.8392392,80.0,2700.0,
0.0,68.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,179000.0,0.0,-7.155248,-34.8318663,63.0,1700.0,22.0
0.0,72.0,0.0,2.0,150.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,298000.0,0.0,-7.1150428,-34.8567486,95.0,2850.0,15.0
0.0,70.0,0.0,2.0,380.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,250000.0,0.0,-7.0725547,-34.8453149,60.0,2400.0,65.0
1.0,246.0,1.0,5.0,,0.0,0.0,,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,apartamentos,4.0,2600000.0,0.0,-7.132203,-34.8308996,98.0,5850.0,227.0
0.0,180.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,casas,2.0,700000.0,0.0,-7.06622,-34.84388,60.0,2400.0,65.0
0.0,60.0,0.0,2.0,,0.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,631428.0,0.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,90.0,0.0,1.0,500.0,0.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,2.0,882000.0,1.0,-7.11955,-34.836,67.0,2550.0,92.0
0.0,33.0,0.0,1.0,290.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,apartamentos,1.0,272000.0,0.0,-7.074799257859,-34.838102352193,62.0,3500.0,
0.0,180.0,1.0,5.0,,0.0,0.0,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,casas,2.0,830000.0,0.0,-7.144856927889,-34.820891295873,76.0,2200.0,75.0
0.0,61.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,2.0,256800.0,0.0,-7.1551066,-34.8364492,63.0,1700.0,22.0
0.0,51.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,289000.0,0.0,-7.11969,-34.84514,67.0,2950.0,14.0
0.0,51.0,1.0,2.0,400.0,1.0,0.0,600.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,330000.0,0.0,-7.080118690313,-34.839450087366,62.0,3500.0,
0.0,60.0,0.0,2.0,,1.0,1.0,,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,apartamentos,1.0,659840.0,0.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,72.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,250000.0,0.0,-7.075009245137,-34.842320570807,60.0,2400.0,65.0
1.0,77.0,0.0,2.0,,1.0,0.0,543.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,254220.0,0.0,-7.1248614,-34.8617139,58.5,2775.0,109.0
0.0,87.0,0.0,2.0,370.0,1.0,0.0,,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,apartamentos,2.0,550000.0,0.0,-7.0673665,-34.843179,60.0,2400.0,65.0
0.0,465.0,0.0,6.0,,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,casas,4.0,2100000.0,0.0,-7.14625,-34.83675,61.0,1500.0,120.0
0.0,167.0,0.0,4.0,980.0,1.0,0.0,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,apartamentos,2.0,850000.0,0.0,-7.0972231,-34.8347546,60.0,2800.0,
0.0,192.0,0.0,3.0,1700.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,apartamentos,2.0,850000.0,0.0,-7.1353414,-34.8196967,56.0,3500.0,
0.0,340.0,0.0,6.0,,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,casas,,2199000.0,0.0,-7.122750414319,-34.828917552742,56.0,3500.0,
0.0,80.0,1.0,2.0,,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,apartamentos,1.0,650000.0,0.0,-7.1153426,-34.8257456,49.0,3000.0,24.0
0.0,188.0,1.0,5.0,,0.0,1.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,casas,2.0,990000.0,0.0,-7.15334,-34.82212,76.0,2200.0,75.0
1.0,55.0,0.0,2.0,220.0,1.0,1.0,300.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,apartamentos,1.0,350000.0,0.0,-7.1483721,-34.8385343,61.0,1500.0,120.0
0.0,37.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,apartamentos,,148900.0,0.0,-7.1006548,-34.8550283,59.0,1250.0,82.0
0.0,77.0,0.0,2.0,482.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,2.0,630000.0,0.0,-7.1353414,-34.8196967,56.0,3500.0,
1.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,apartamentos,2.0,775000.0,1.0,-7.116001486989,-34.828741943407,49.0,3000.0,24.0
0.0,32.0,1.0,1.0,10.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,apartamentos,1.0,260000.0,0.0,-7.115942180598,-34.827751469946,49.0,3000.0,24.0
0.0,546.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,terrenos_lotes_e_condominios,,340000.0,0.0,-7.15334,-34.82212,76.0,2200.0,75.0
0.0,47.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,,143990.0,0.0,-7.16713985,-34.87342666322093,,,184.0
1.0,125.0,0.0,5.0,852000.0,1.0,1.0,,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,apartamentos,3.0,950000.0,0.0,-7.1131251,-34.8397976,80.0,2700.0,
0.0,52.0,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,apartamentos,1.0,180000.0,0.0,-7.072266,-34.8386799,60.0,2400.0,65.0
